,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,-0.04265245326767207,-0.011853334798611259,0.04191506645780863,-9.878963614318702e-05,-0.003668251682866811,-0.03070025660676084,-0.05272416710735489,-0.039915797681704134,-0.0438771048742292,0.04636887642610576,0.1362703639141176,-0.002296361439351714,0.01950487012170748,0.012310455345169632,-0.02512610575340271,0.016693924471217505,0.024204080848791276,-0.3766329361240269,1.630729005172739,0.6996304059034587,1.1351585188805826,-0.00023053524545131859,0.12020070652594492,0.47627772479128855,-0.3769213891279316,-0.291823952104838
