,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,-0.054799895,0.002437059,0.025076598,0.007432558,0.016121277,-0.026307126,-0.028954352,-0.00512247,-0.010805783,0.049306474,0.071470293,0.000361949,0.020895316,0.015418239,-0.031552353,0.001022338,0.038194646,-0.249712619,2.108455445,0.906454943,1.456712173,0.097073818,0.143261046,0.565106685,-0.120714362,-0.112068065,-0.461575333,0.287011233,0.014824502,-0.333835848,-0.284193682,0.218903444,0.119121931,-0.581620003,0.305183713,-0.214213468,-0.201335843,0.007319146,0.151831381,0.026128873,-0.328883016,-0.19351999,0.185029735,0.506975514,-0.393722448,0.276213135,-0.605250546,0.132832627,-0.064168255,0.51276627,0.091201016,-0.16661684,-0.249359918,0.030274637,-0.604210736,-0.550558025,0.372090381,-0.234125909,-0.040247841,0.160722586,0.077112025,0.135904678,-0.112300288,-0.404265852,-0.307059417,-0.389353781,0.009144173,-0.119035079
