,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,-0.429617543,0.029978043,-0.252978481,0.014406586,-0.420291281,0.250638628,0.047616294,-0.377282993,0.255787832,0.007533337,-0.250624628,-0.021812118,0.056489955,-0.015337038,-0.360013953,-0.404937125,0.57330986,0.138455632,0.405375488,0.091659786,-0.674180754,0.156584752,0.015769028,-0.296175575,0.051691557,-0.128040949,-0.007404755,-0.004425431,-0.165624231,-0.115060343,0.037627504,0.095949246,-0.313361788,0.277334644,0.083118409,0.136130847,-0.013574988,-0.108467111,-0.359857753,-0.697615359,0.308854664,-0.23072448
