,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,6.094617589,5.833954353,-0.090524227,0.006285828,-0.009189704,0.000187286,0.035067579,-0.044891918,-0.034253068,-0.058280707,0.033306822,0.075003127,-0.005985825,0.033643753,0.028213158,-0.005735133,-0.011448715,0.036566249,0.006838001,-0.138490524,1.250930767,-0.057210732,0.521405355,0.056690388,0.108867467,0.447295251,0.033053875,-0.170125908,-0.740964099,0.231012407,0.095496837,-0.519968223,0.480687504,-0.085052693,-0.521673408,-0.6455057,0.274648882,-0.259966238,-0.609694912,-0.850519637,-0.000377462,0.251611719,0.283817507,-0.125321257,0.044744964,-0.455403742,-0.469802584,-0.045473287,0.041249215,-0.410444103,0.368700736,0.77464123,-0.636630521,-0.498061578,-0.7437932,0.032335435,-0.779113178,0.308474797,0.093896447,-0.208755338,0.263180574,0.004195151,0.178258562,-0.042511038,-0.288849511,0.323779041,0.031017642,0.548288744,-0.726357003,-0.342210373
