"Test-Sensitivity","Test-Specificity","Test-Pos Pred Value","Test-Neg Pred Value","Test-Precision","Test-Recall","Test-F1","Test-Prevalence","Test-Detection Rate","Test-Detection Prevalence","Test-Balanced Accuracy","Test-Accuracy"
0.634615384615385,0.833333333333333,0.804878048780488,0.677966101694915,0.804878048780488,0.634615384615385,0.709677419354839,0.52,0.33,0.41,0.733974358974359,0.73
0.764705882352941,0.551020408163265,0.639344262295082,0.692307692307692,0.639344262295082,0.764705882352941,0.696428571428571,0.51,0.39,0.61,0.657863145258103,0.66
0.678571428571429,0.75,0.775510204081633,0.647058823529412,0.775510204081633,0.678571428571429,0.723809523809524,0.56,0.38,0.49,0.714285714285714,0.71
0.857142857142857,0.741379310344828,0.705882352941176,0.877551020408163,0.705882352941177,0.857142857142857,0.774193548387097,0.42,0.36,0.51,0.799261083743842,0.79
0.730769230769231,0.791666666666667,0.791666666666667,0.730769230769231,0.791666666666667,0.730769230769231,0.76,0.52,0.38,0.48,0.761217948717949,0.76
0.777777777777778,0.630434782608696,0.711864406779661,0.707317073170732,0.711864406779661,0.777777777777778,0.743362831858407,0.54,0.42,0.59,0.704106280193237,0.71
0.690909090909091,0.755555555555556,0.775510204081633,0.666666666666667,0.775510204081633,0.690909090909091,0.730769230769231,0.55,0.38,0.49,0.723232323232323,0.72
0.789473684210526,0.604651162790698,0.725806451612903,0.684210526315789,0.725806451612903,0.789473684210526,0.756302521008403,0.57,0.45,0.62,0.697062423500612,0.71
0.770833333333333,0.653846153846154,0.672727272727273,0.755555555555556,0.672727272727273,0.770833333333333,0.718446601941748,0.48,0.37,0.55,0.712339743589744,0.71
0.84,0.64,0.7,0.8,0.7,0.84,0.763636363636364,0.5,0.42,0.6,0.74,0.74
0.816326530612245,0.725490196078431,0.740740740740741,0.804347826086957,0.740740740740741,0.816326530612245,0.776699029126214,0.49,0.4,0.54,0.770908363345338,0.77
0.736842105263158,0.744186046511628,0.792452830188679,0.680851063829787,0.792452830188679,0.736842105263158,0.763636363636364,0.57,0.42,0.53,0.740514075887393,0.74
0.816326530612245,0.686274509803922,0.714285714285714,0.795454545454546,0.714285714285714,0.816326530612245,0.761904761904762,0.49,0.4,0.56,0.751300520208083,0.75
0.745454545454545,0.866666666666667,0.872340425531915,0.735849056603774,0.872340425531915,0.745454545454545,0.803921568627451,0.55,0.41,0.47,0.806060606060606,0.8
