"Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy","Accuracy","AIC","Converged","Test Accuracy"
0.893333333333333,0.86,0.864516129032258,0.889655172413793,0.864516129032258,0.893333333333333,0.878688524590164,0.5,0.446666666666667,0.516666666666667,0.876666666666667,0.876666666666667,302.432647705244,1,0.81
0.927631578947368,0.925675675675676,0.927631578947368,0.925675675675676,0.927631578947368,0.927631578947368,0.927631578947368,0.506666666666667,0.47,0.506666666666667,0.926653627311522,0.926666666666667,256.394923449883,1,0.77
0.841059602649007,0.825503355704698,0.830065359477124,0.836734693877551,0.830065359477124,0.841059602649007,0.835526315789474,0.503333333333333,0.423333333333333,0.51,0.833281479176852,0.833333333333333,329.291349732034,1,0.68
0.86013986013986,0.885350318471338,0.872340425531915,0.874213836477987,0.872340425531915,0.86013986013986,0.866197183098592,0.476666666666667,0.41,0.47,0.872745089305599,0.873333333333333,275.513056675967,1,0.72
0.859060402684564,0.880794701986755,0.876712328767123,0.863636363636364,0.876712328767123,0.859060402684564,0.867796610169491,0.496666666666667,0.426666666666667,0.486666666666667,0.869927552335659,0.87,305.095155436779,1,0.76
0.888157894736842,0.858108108108108,0.865384615384616,0.881944444444445,0.865384615384615,0.888157894736842,0.876623376623377,0.506666666666667,0.45,0.52,0.873133001422475,0.873333333333333,290.289594408353,1,0.8
0.901315789473684,0.878378378378378,0.883870967741936,0.896551724137931,0.883870967741936,0.901315789473684,0.892508143322476,0.506666666666667,0.456666666666667,0.516666666666667,0.889847083926031,0.89,262.23643567448,1,0.74
0.80379746835443,0.774647887323944,0.79874213836478,0.780141843971631,0.79874213836478,0.80379746835443,0.801261829652997,0.526666666666667,0.423333333333333,0.53,0.789222677839187,0.79,368.494009302205,1,0.72
0.858108108108108,0.888157894736842,0.881944444444445,0.865384615384615,0.881944444444444,0.858108108108108,0.86986301369863,0.493333333333333,0.423333333333333,0.48,0.873133001422475,0.873333333333333,292.003786187401,1,0.81
0.82051282051282,0.833333333333333,0.842105263157895,0.810810810810811,0.842105263157895,0.82051282051282,0.831168831168831,0.52,0.426666666666667,0.506666666666667,0.826923076923077,0.826666666666667,337.804440220825,1,0.65
0.833333333333333,0.853333333333333,0.850340136054422,0.836601307189543,0.850340136054422,0.833333333333333,0.841750841750842,0.5,0.416666666666667,0.49,0.843333333333333,0.843333333333333,313.252091591675,1,0.76
0.9,0.866666666666667,0.870967741935484,0.896551724137931,0.870967741935484,0.9,0.885245901639344,0.5,0.45,0.516666666666667,0.883333333333333,0.883333333333333,271.937938475639,1,0.77
0.845637583892617,0.847682119205298,0.845637583892617,0.847682119205298,0.845637583892617,0.845637583892617,0.845637583892617,0.496666666666667,0.42,0.496666666666667,0.846659851548958,0.846666666666667,312.736447397296,1,0.76
0.876712328767123,0.896103896103896,0.888888888888889,0.884615384615384,0.888888888888889,0.876712328767123,0.882758620689655,0.486666666666667,0.426666666666667,0.48,0.88640811243551,0.886666666666667,290.648929498292,1,0.7
0.867132867132867,0.866242038216561,0.855172413793103,0.87741935483871,0.855172413793103,0.867132867132867,0.861111111111111,0.476666666666667,0.413333333333333,0.483333333333333,0.866687452674714,0.866666666666667,286.840314726755,1,0.83
0.844594594594595,0.861842105263158,0.856164383561644,0.850649350649351,0.856164383561644,0.844594594594595,0.850340136054422,0.493333333333333,0.416666666666667,0.486666666666667,0.853218349928876,0.853333333333333,312.241825508623,1,0.71
0.850340136054422,0.862745098039216,0.856164383561644,0.857142857142857,0.856164383561644,0.850340136054422,0.853242320819113,0.49,0.416666666666667,0.486666666666667,0.856542617046819,0.856666666666667,311.72956927382,1,0.73
0.842105263157895,0.864864864864865,0.864864864864865,0.842105263157895,0.864864864864865,0.842105263157895,0.853333333333333,0.506666666666667,0.426666666666667,0.493333333333333,0.85348506401138,0.853333333333333,305.945588130462,1,0.75
0.863636363636364,0.883561643835616,0.886666666666667,0.86,0.886666666666667,0.863636363636364,0.875,0.513333333333333,0.443333333333333,0.5,0.87359900373599,0.873333333333333,281.541469270962,1,0.74
0.859154929577465,0.886075949367089,0.871428571428571,0.875,0.871428571428571,0.859154929577465,0.865248226950355,0.473333333333333,0.406666666666667,0.466666666666667,0.872615439472277,0.873333333333333,270.392610301932,1,0.79
0.88,0.9,0.897959183673469,0.882352941176471,0.897959183673469,0.88,0.888888888888889,0.5,0.44,0.49,0.89,0.89,286.024366655705,1,0.74
0.906040268456376,0.900662251655629,0.9,0.906666666666667,0.9,0.906040268456376,0.903010033444816,0.496666666666667,0.45,0.5,0.903351260056003,0.903333333333333,254.272047216555,1,0.73
0.906040268456376,0.913907284768212,0.912162162162162,0.907894736842105,0.912162162162162,0.906040268456376,0.909090909090909,0.496666666666667,0.45,0.493333333333333,0.909973776612294,0.91,253.977770574039,1,0.7
0.897959183673469,0.888888888888889,0.885906040268456,0.900662251655629,0.885906040268456,0.897959183673469,0.891891891891892,0.49,0.44,0.496666666666667,0.893424036281179,0.893333333333333,259.64420218843,1,0.75
0.865771812080537,0.887417218543046,0.883561643835616,0.87012987012987,0.883561643835616,0.865771812080537,0.874576271186441,0.496666666666667,0.43,0.486666666666667,0.876594515311792,0.876666666666667,270.557659119749,1,0.78
0.873333333333333,0.853333333333333,0.856209150326797,0.870748299319728,0.856209150326797,0.873333333333333,0.864686468646865,0.5,0.436666666666667,0.51,0.863333333333333,0.863333333333333,310.950822832168,1,0.74
