"Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy","Accuracy","AIC","Converged","Test Accuracy"
0.880794701986755,0.865771812080537,0.869281045751634,0.877551020408163,0.869281045751634,0.880794701986755,0.875,0.503333333333333,0.443333333333333,0.51,0.873283257033646,0.873333333333333,278.380196296062,1,0.75
0.912162162162162,0.888157894736842,0.888157894736842,0.912162162162162,0.888157894736842,0.912162162162162,0.9,0.493333333333333,0.45,0.506666666666667,0.900160028449502,0.9,237.93782444635,1,0.69
0.863013698630137,0.88961038961039,0.881118881118881,0.872611464968153,0.881118881118881,0.863013698630137,0.8719723183391,0.486666666666667,0.42,0.476666666666667,0.876312044120263,0.876666666666667,278.824264732895,1,0.76
0.889655172413793,0.812903225806452,0.816455696202532,0.887323943661972,0.816455696202532,0.889655172413793,0.851485148514851,0.483333333333333,0.43,0.526666666666667,0.851279199110122,0.85,284.881337447158,1,0.74
0.863636363636364,0.842465753424658,0.852564102564103,0.854166666666667,0.852564102564103,0.863636363636364,0.858064516129032,0.513333333333333,0.443333333333333,0.52,0.853051058530511,0.853333333333333,280.801761244041,1,0.79
0.894039735099338,0.818791946308725,0.833333333333333,0.884057971014493,0.833333333333333,0.894039735099338,0.862619808306709,0.503333333333333,0.45,0.54,0.856415840704031,0.856666666666667,299.45225531931,1,0.81
0.92156862745098,0.884353741496599,0.892405063291139,0.915492957746479,0.892405063291139,0.92156862745098,0.906752411575563,0.51,0.47,0.526666666666667,0.902961184473789,0.903333333333333,242.775844850921,1,0.76
0.914473684210526,0.885135135135135,0.891025641025641,0.909722222222222,0.891025641025641,0.914473684210526,0.902597402597403,0.506666666666667,0.463333333333333,0.52,0.899804409672831,0.9,233.582224701817,1,0.73
0.875,0.833333333333333,0.828947368421053,0.878378378378378,0.828947368421053,0.875,0.851351351351351,0.48,0.42,0.506666666666667,0.854166666666667,0.853333333333333,295.082942917008,1,0.73
0.897260273972603,0.883116883116883,0.879194630872483,0.900662251655629,0.879194630872483,0.897260273972603,0.888135593220339,0.486666666666667,0.436666666666667,0.496666666666667,0.890188578544743,0.89,261.167315651565,1,0.7
0.849673202614379,0.863945578231292,0.866666666666667,0.846666666666667,0.866666666666667,0.849673202614379,0.858085808580858,0.51,0.433333333333333,0.5,0.856809390422836,0.856666666666667,283.205909668279,1,0.83
0.87248322147651,0.900662251655629,0.896551724137931,0.87741935483871,0.896551724137931,0.87248322147651,0.884353741496599,0.496666666666667,0.433333333333333,0.483333333333333,0.88657273656607,0.886666666666667,271.915434856126,1,0.74
0.866666666666667,0.84,0.844155844155844,0.863013698630137,0.844155844155844,0.866666666666667,0.855263157894737,0.5,0.433333333333333,0.513333333333333,0.853333333333333,0.853333333333333,320.577107173389,1,0.72
0.851351351351351,0.822368421052632,0.823529411764706,0.850340136054422,0.823529411764706,0.851351351351351,0.837209302325581,0.493333333333333,0.42,0.51,0.836859886201991,0.836666666666667,335.654732308528,1,0.76
0.908496732026144,0.857142857142857,0.86875,0.9,0.86875,0.908496732026144,0.888178913738019,0.51,0.463333333333333,0.533333333333333,0.8828197945845,0.883333333333333,276.636342422206,1,0.73
0.885906040268456,0.841059602649007,0.846153846153846,0.881944444444445,0.846153846153846,0.885906040268456,0.865573770491803,0.496666666666667,0.44,0.52,0.863482821458732,0.863333333333333,302.517441461821,1,0.75
0.89873417721519,0.852112676056338,0.871165644171779,0.883211678832117,0.871165644171779,0.89873417721519,0.884735202492212,0.526666666666667,0.473333333333333,0.543333333333333,0.875423426635764,0.876666666666667,257.866403961934,1,0.74
0.886666666666667,0.88,0.880794701986755,0.885906040268456,0.880794701986755,0.886666666666667,0.883720930232558,0.5,0.443333333333333,0.503333333333333,0.883333333333333,0.883333333333333,276.193430355137,1,0.82
0.825174825174825,0.834394904458599,0.819444444444445,0.83974358974359,0.819444444444444,0.825174825174825,0.822299651567944,0.476666666666667,0.393333333333333,0.48,0.829784864816712,0.83,315.460540577316,1,0.74
0.919463087248322,0.860927152317881,0.867088607594937,0.915492957746479,0.867088607594937,0.919463087248322,0.892508143322476,0.496666666666667,0.456666666666667,0.526666666666667,0.890195119783102,0.89,241.334113766158,1,0.77
0.859060402684564,0.847682119205298,0.847682119205298,0.859060402684564,0.847682119205298,0.859060402684564,0.853333333333333,0.496666666666667,0.426666666666667,0.503333333333333,0.853371260944931,0.853333333333333,284.630637965548,1,0.81
0.921052631578947,0.878378378378378,0.886075949367089,0.915492957746479,0.886075949367089,0.921052631578947,0.903225806451613,0.506666666666667,0.466666666666667,0.526666666666667,0.899715504978663,0.9,244.70104690151,1,0.72
0.865771812080537,0.860927152317881,0.86,0.866666666666667,0.86,0.865771812080537,0.862876254180602,0.496666666666667,0.43,0.5,0.863349482199209,0.863333333333333,289.775957882425,1,0.8
0.902597402597403,0.856164383561644,0.86875,0.892857142857143,0.86875,0.902597402597403,0.885350318471338,0.513333333333333,0.463333333333333,0.533333333333333,0.879380893079523,0.88,263.025331053838,1,0.76
0.905660377358491,0.843971631205674,0.867469879518072,0.888059701492537,0.867469879518072,0.905660377358491,0.886153846153846,0.53,0.48,0.553333333333333,0.874816004282082,0.876666666666667,272.98994928309,1,0.76
0.908496732026144,0.870748299319728,0.879746835443038,0.901408450704225,0.879746835443038,0.908496732026144,0.893890675241158,0.51,0.463333333333333,0.526666666666667,0.889622515672936,0.89,276.187709244875,1,0.73
