"Test-Sensitivity","Test-Specificity","Test-Pos Pred Value","Test-Neg Pred Value","Test-Precision","Test-Recall","Test-F1","Test-Prevalence","Test-Detection Rate","Test-Detection Prevalence","Test-Balanced Accuracy","Test-Accuracy"
0.739130434782609,0.203703703703704,0.441558441558441,0.478260869565217,0.441558441558442,0.739130434782609,0.552845528455285,0.46,0.34,0.77,0.471417069243156,0.45
0.792452830188679,0.276595744680851,0.552631578947368,0.541666666666667,0.552631578947368,0.792452830188679,0.651162790697674,0.53,0.42,0.76,0.534524287434765,0.55
0.578947368421053,0.325581395348837,0.532258064516129,0.368421052631579,0.532258064516129,0.578947368421053,0.554621848739496,0.57,0.33,0.62,0.452264381884945,0.47
0.764705882352941,0.346938775510204,0.549295774647887,0.586206896551724,0.549295774647887,0.764705882352941,0.639344262295082,0.51,0.39,0.71,0.555822328931573,0.56
0.792452830188679,0.25531914893617,0.545454545454546,0.521739130434783,0.545454545454545,0.792452830188679,0.646153846153846,0.53,0.42,0.77,0.523885989562425,0.54
0.636363636363636,0.428571428571429,0.466666666666667,0.6,0.466666666666667,0.636363636363636,0.538461538461539,0.44,0.28,0.6,0.532467532467532,0.52
0.784313725490196,0.408163265306122,0.579710144927536,0.645161290322581,0.579710144927536,0.784313725490196,0.666666666666667,0.51,0.4,0.69,0.596238495398159,0.6
0.705882352941177,0.163265306122449,0.467532467532468,0.347826086956522,0.467532467532468,0.705882352941177,0.5625,0.51,0.36,0.77,0.434573829531813,0.44
0.777777777777778,0.236363636363636,0.454545454545455,0.565217391304348,0.454545454545455,0.777777777777778,0.573770491803279,0.45,0.35,0.77,0.507070707070707,0.48
0.731707317073171,0.186440677966102,0.384615384615385,0.5,0.384615384615385,0.731707317073171,0.504201680672269,0.41,0.3,0.78,0.459073997519636,0.41
0.647058823529412,0.469387755102041,0.559322033898305,0.560975609756098,0.559322033898305,0.647058823529412,0.6,0.51,0.33,0.59,0.558223289315726,0.56
0.755555555555556,0.236363636363636,0.447368421052632,0.541666666666667,0.447368421052632,0.755555555555556,0.56198347107438,0.45,0.34,0.76,0.495959595959596,0.47
0.695652173913043,0.314814814814815,0.463768115942029,0.548387096774194,0.463768115942029,0.695652173913043,0.556521739130435,0.46,0.32,0.69,0.505233494363929,0.49
0.792452830188679,0.191489361702128,0.525,0.45,0.525,0.792452830188679,0.631578947368421,0.53,0.42,0.8,0.491971095945403,0.51
0.740740740740741,0.326086956521739,0.563380281690141,0.517241379310345,0.563380281690141,0.740740740740741,0.64,0.54,0.4,0.71,0.53341384863124,0.55
0.760869565217391,0.259259259259259,0.466666666666667,0.56,0.466666666666667,0.760869565217391,0.578512396694215,0.46,0.35,0.75,0.510064412238325,0.49
0.767441860465116,0.298245614035088,0.452054794520548,0.62962962962963,0.452054794520548,0.767441860465116,0.568965517241379,0.43,0.33,0.73,0.532843737250102,0.5
0.854166666666667,0.269230769230769,0.518987341772152,0.666666666666667,0.518987341772152,0.854166666666667,0.645669291338583,0.48,0.41,0.79,0.561698717948718,0.55
0.708333333333333,0.269230769230769,0.472222222222222,0.5,0.472222222222222,0.708333333333333,0.566666666666667,0.48,0.34,0.72,0.488782051282051,0.48
0.8125,0.403846153846154,0.557142857142857,0.7,0.557142857142857,0.8125,0.661016949152542,0.48,0.39,0.7,0.608173076923077,0.6
0.576923076923077,0.3125,0.476190476190476,0.405405405405405,0.476190476190476,0.576923076923077,0.521739130434783,0.52,0.3,0.63,0.444711538461538,0.45
0.880952380952381,0.189655172413793,0.44047619047619,0.6875,0.44047619047619,0.880952380952381,0.587301587301587,0.42,0.37,0.84,0.535303776683087,0.48
0.782608695652174,0.259259259259259,0.473684210526316,0.583333333333333,0.473684210526316,0.782608695652174,0.590163934426229,0.46,0.36,0.76,0.520933977455717,0.5
0.736842105263158,0.372093023255814,0.608695652173913,0.516129032258064,0.608695652173913,0.736842105263158,0.666666666666667,0.57,0.42,0.69,0.554467564259486,0.58
0.641509433962264,0.212765957446809,0.47887323943662,0.344827586206896,0.47887323943662,0.641509433962264,0.548387096774194,0.53,0.34,0.71,0.427137695704536,0.44
0.75,0.230769230769231,0.473684210526316,0.5,0.473684210526316,0.75,0.580645161290323,0.48,0.36,0.76,0.490384615384615,0.48
0.76,0.3,0.520547945205479,0.555555555555555,0.520547945205479,0.76,0.617886178861789,0.5,0.38,0.73,0.53,0.53
0.739130434782609,0.277777777777778,0.465753424657534,0.555555555555556,0.465753424657534,0.739130434782609,0.571428571428571,0.46,0.34,0.73,0.508454106280193,0.49
0.72,0.24,0.486486486486486,0.461538461538462,0.486486486486487,0.72,0.580645161290323,0.5,0.36,0.74,0.48,0.48
0.739130434782609,0.314814814814815,0.47887323943662,0.586206896551724,0.47887323943662,0.739130434782609,0.581196581196581,0.46,0.34,0.71,0.526972624798712,0.51
0.648148148148148,0.326086956521739,0.53030303030303,0.441176470588235,0.53030303030303,0.648148148148148,0.583333333333333,0.54,0.35,0.66,0.487117552334944,0.5
0.830508474576271,0.51219512195122,0.710144927536232,0.67741935483871,0.710144927536232,0.830508474576271,0.765625,0.59,0.49,0.69,0.671351798263745,0.7
0.872340425531915,0.245283018867925,0.506172839506173,0.68421052631579,0.506172839506173,0.872340425531915,0.640625,0.47,0.41,0.81,0.55881172219992,0.54
0.872340425531915,0.358490566037736,0.546666666666667,0.76,0.546666666666667,0.872340425531915,0.672131147540984,0.47,0.41,0.75,0.615415495784825,0.6
0.808510638297872,0.188679245283019,0.469135802469136,0.526315789473684,0.469135802469136,0.808510638297872,0.59375,0.47,0.38,0.81,0.498594941790446,0.48
0.693877551020408,0.274509803921569,0.47887323943662,0.482758620689655,0.47887323943662,0.693877551020408,0.566666666666667,0.49,0.34,0.71,0.484193677470988,0.48
0.75,0.272727272727273,0.567567567567568,0.461538461538461,0.567567567567568,0.75,0.646153846153846,0.56,0.42,0.74,0.511363636363636,0.54
0.92156862745098,0.26530612244898,0.566265060240964,0.764705882352941,0.566265060240964,0.92156862745098,0.701492537313433,0.51,0.47,0.83,0.59343737494998,0.6
0.847457627118644,0.219512195121951,0.609756097560975,0.5,0.609756097560976,0.847457627118644,0.709219858156028,0.59,0.5,0.82,0.533484911120298,0.59
