"(Intercept)","rsfmri_cor_ngd_cerc_scs_thp","rsfmri_cor_ngd_cerc_scs_cde","rsfmri_cor_ngd_cerc_scs_pt","rsfmri_cor_ngd_cerc_scs_hp","rsfmri_cor_ngd_cerc_scs_ag","rsfmri_cor_ngd_cerc_scs_aa","rsfmri_cor_ngd_cerc_scs_bs","rsfmri_cor_ngd_df_scs_thp","rsfmri_cor_ngd_df_scs_cde","rsfmri_cor_ngd_df_scs_pt","rsfmri_cor_ngd_df_scs_hp","rsfmri_cor_ngd_df_scs_ag","rsfmri_cor_ngd_df_scs_aa","rsfmri_cor_ngd_df_scs_bs","rsfmri_cor_ngd_dsa_scs_thp","rsfmri_cor_ngd_dsa_scs_cde","rsfmri_cor_ngd_dsa_scs_pt","rsfmri_cor_ngd_dsa_scs_hp","rsfmri_cor_ngd_dsa_scs_ag","rsfmri_cor_ngd_dsa_scs_aa","rsfmri_cor_ngd_dsa_scs_bs","rsfmri_cor_ngd_fopa_scs_thp","rsfmri_cor_ngd_fopa_scs_cde","rsfmri_cor_ngd_fopa_scs_pt","rsfmri_cor_ngd_fopa_scs_hp","rsfmri_cor_ngd_fopa_scs_ag","rsfmri_cor_ngd_fopa_scs_aa","rsfmri_cor_ngd_fopa_scs_bs","rsfmri_cor_ngd_sa_scs_thp","rsfmri_cor_ngd_sa_scs_cde","rsfmri_cor_ngd_sa_scs_pt","rsfmri_cor_ngd_sa_scs_hp","rsfmri_cor_ngd_sa_scs_ag","rsfmri_cor_ngd_sa_scs_aa","rsfmri_cor_ngd_sa_scs_bs","rsfmri_cor_ngd_vta_scs_thp","rsfmri_cor_ngd_vta_scs_cde","rsfmri_cor_ngd_vta_scs_pt","rsfmri_cor_ngd_vta_scs_hp","rsfmri_cor_ngd_vta_scs_ag","rsfmri_cor_ngd_vta_scs_aa","rsfmri_cor_ngd_vta_scs_bs"
0.82403303564335,0.283991772780632,0.0273434272152194,0.399133954261359,0.811236310009686,0.433140379070087,0.405538080710989,0.00640443046996137,0.0633468490107653,0.525563632554864,0.91165997597012,0.937493450241227,0.440971213954459,0.259306677777567,0.78792492926072,0.477174264788888,0.438404199337595,0.639982801672009,0.794274646205719,0.0934477600189521,0.119222653966844,0.0286024479006917,0.102585436912249,0.430316853917961,0.0289283286981283,0.104292206658895,0.00438853927675473,0.420379292438933,0.206317669178717,0.0250598474733226,0.985287297289174,0.172149953714622,0.0898518920105999,0.146312226059326,0.814607209036301,0.86471164688499,0.0374812618438194,0.525235577777689,0.0357858489766049,0.0328642566233234,0.615422348734461,0.343197569270658,0.0414231080253328
0.925511160464046,0.377465280147131,0.22808500374263,0.437381441916359,0.504712441512218,0.571826142003004,0.315116487948472,0.328734839402237,0.624301971166537,0.795473098442618,0.0514570544252408,0.410201181576226,0.903658483635717,0.563545315799456,0.353387047158635,0.319399709344939,0.0199010811324402,0.469009172223203,0.437382264827836,0.659368206859875,0.118949483090428,0.404312190415626,0.291877797227733,0.00550005118599825,0.45079322959587,0.0331396652227988,0.457342988306693,0.835382415256921,0.978430070262023,0.50293733528451,0.987722715892891,0.508855598798582,0.289707266985312,0.622752144555653,0.1844230551713,0.116955677910656,0.776365798237421,0.283805701911294,0.931905629358854,0.0407471670216844,0.245793252166907,0.373732080790241,0.423732216765391
0.622118411782067,0.30471770071834,0.246419224294829,0.39235193756632,0.434708345329218,0.512704601838884,0.595015624905192,0.87817175199157,0.128527608892487,0.704993227849811,0.130852087580254,0.784639695913897,0.508945609498767,0.769816843148887,0.728460688123979,0.440959724085761,0.979719607702184,0.441788491241524,0.316000056948885,0.0224587292968606,0.392279319338472,0.00504515924675873,0.995081839579258,0.599229563271026,0.710507801742526,0.663959159217289,0.441634707424615,0.0915547449239329,0.115027361038955,0.426609239697532,0.561854095509634,0.636848911901365,0.153901675620741,0.170568928302754,0.400784805197734,0.448449563678652,0.461186591883108,0.332161836788641,0.267648606095212,0.574946457038122,0.477330640541495,0.0218425835753665,0.0221800834553066
0.675689103387023,0.289719737798445,0.375467870399822,0.0588189738211088,0.266573176062546,0.43109498346354,0.794103389013758,0.602122043225826,0.731984246492686,0.154530393315901,0.671611443582943,0.22402022809657,0.886704472196048,0.885939999058246,0.914756427767413,0.0812014991407165,0.736370522297033,0.962970555212626,0.681648679231406,0.237503661607926,0.279766154223024,0.198458819780143,0.409368515976123,0.0077476066261907,0.0157107972816063,0.870277170912368,0.890629335332552,0.126743197161562,0.657938712032941,0.485624534254296,0.922261184448228,0.402402865273337,0.571995620466208,0.0797051370920785,0.671753451233706,0.870282641122733,0.320881067479907,0.150355638287896,0.704347220539139,0.0795981523593899,0.095641119433531,0.387578364284198,0.177753376684532
0.175642682080803,0.8132562804246,0.284936245049632,0.576546602924539,0.00692743930705561,0.66243499253345,0.071231176090218,0.560193884167173,0.586493824683051,0.572387946955065,0.182874871213252,0.109443532848576,0.482297323826849,0.27993194014116,0.256102070454666,0.813073885463327,0.519840552936001,0.365081587284958,0.436947215297327,0.287458317063197,0.247566083755897,0.747851051683071,0.548604332086351,0.105141478473388,0.169624883029396,0.150818473617484,0.250994493022477,0.0588502663483099,0.79178164448598,0.0520592262121482,0.306359207803618,0.177053783211525,0.987976144684112,0.654786133204838,0.87910220475533,0.346782986570393,0.374890392545207,0.0347022249192021,0.0543189300356625,0.743156820926971,0.799648353001744,0.908529191108795,0.00516088619955106
0.81124993956609,0.191088065183632,0.421473108322905,0.830310294515147,0.228524292729066,0.246105152073662,0.997584031433749,0.917223522381997,0.770188742266655,0.324620115893278,0.383842021187649,0.140163699161791,0.505435883523622,0.0154056363288694,0.14896455846375,0.180751942695379,0.142014771993021,0.188871033946617,0.394626704289301,0.645624046182654,0.318869265676744,0.435870892307795,0.0691666753516402,0.13681810621679,0.0213753799504693,0.545391592165723,0.760439625396225,0.771826724905353,0.969021540618863,0.137003701113768,0.752454571784909,0.803638933221118,0.918844776543315,0.353298807861148,0.00247909365567136,0.384084306699404,0.10958861977786,0.0822317253548408,0.19979922117188,0.0832855651505351,0.164441963848574,0.23187749991166,0.741057586818295
0.152614127982134,0.463030265273569,0.398689152245328,0.140950374971799,0.134130878773101,0.0415873118177075,0.059498581320545,0.603282350024146,0.286238581060375,0.796853369893749,0.359958143481127,0.511881094918176,0.403320016068645,0.882028527330165,0.840977130155269,0.467765464930077,0.816055702251543,0.540513849061705,0.205426478150208,0.546307728527468,0.0198687752149487,0.793975739973659,0.677106670680501,0.811922258545795,0.382724942731408,0.054803346331405,0.453482967150451,0.00232942287218983,0.0586484971656771,0.907881842503325,0.859305241802018,0.859851748638508,0.739813536757217,0.0850458271204231,0.988930640575532,0.0887286713533107,0.898952499140065,0.955886350409371,0.252701759142649,0.197823059075909,0.72176040498642,0.158492708177465,0.74680690901612
0.870808449979942,0.409090796483927,0.0483054162081035,0.980917218941702,0.396581764069227,0.632848081235444,0.32668176044166,0.526187611167971,0.948803046901035,0.436318661302534,0.61103510497459,0.1522729726251,0.597069755607678,0.259580050413921,0.162901483295096,0.0949632868880401,0.758652181546686,0.798117694592836,0.832929742329861,0.237778257659374,0.887867370357618,0.125440088063628,0.602517678738988,0.0911688341191271,0.891491797648152,0.0447938649718275,0.133938328692252,0.315025008217481,0.812283612170711,0.0722494399253708,0.558473746792397,0.481607570621855,0.515395031030984,0.893190595697403,0.993802215508566,0.223395344854073,0.390019779800122,0.569267860620556,0.0738050945110231,0.760856530017552,0.325651083884646,0.37567684682948,0.389358661095002
0.402958513620435,0.709651611433757,0.845120649941592,0.363124435055564,0.857765445560608,0.252160313553125,0.784382970480727,0.178487208430447,0.267811895877259,0.283801289361001,0.500857181929001,0.841351955286267,0.0721446165689303,0.715270108314263,0.407026273013074,0.724196779292313,0.644077754382558,0.592991367811526,0.281165818789365,0.666019750499784,0.348805391081287,0.622442295646998,0.0956737878287353,0.340878911704589,0.174248221620329,0.678796644594046,0.812452806504465,0.637878585410118,0.999779300658553,0.109120683027644,0.000516705208702739,0.0728117754173964,0.609902275877082,0.115243849876789,0.0408828160726191,0.659616347225233,0.689851585769057,0.808637135840539,0.0321670876981112,0.251393173586531,0.905513821073565,0.641959328871708,0.0388122310058529
0.0257669538566627,0.296111929951302,0.386584110144713,0.0635862751103785,0.061598297386068,0.687777785652405,0.251777746657602,0.0400659383776872,0.730427333814605,0.556763481465029,0.0851172233591175,0.560456666334259,0.456076340301816,0.0989592603329608,0.650214480347674,0.285429047138595,0.234821722309093,0.565183187082013,0.525221006828908,0.735005507452524,0.0589061309019791,0.870015654828126,0.311293119797014,0.715257375821199,0.110050274811653,0.534649474677718,0.580691331748054,0.0800868122227028,0.0088673314828146,0.0011127588567382,0.0313902100504534,0.775645489865125,0.0658934380003145,0.407166347252539,0.0444215335389298,0.893089539803763,0.257312882727614,0.759661257287286,0.349974517711001,0.0100031275098386,0.95160321481764,0.484987515529376,0.0369723527090044
