"Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy","Accuracy","AIC","Converged"
0.9,0.91,0.909090909090909,0.900990099009901,0.909090909090909,0.9,0.904522613065327,0.5,0.45,0.495,0.905,0.905,369.111062060828,1
0.935,0.92,0.921182266009852,0.934010152284264,0.921182266009852,0.935,0.928039702233251,0.5,0.4675,0.5075,0.9275,0.9275,360.36745689702,1
0.915,0.885,0.888349514563107,0.912371134020619,0.888349514563107,0.915,0.901477832512315,0.5,0.4575,0.515,0.9,0.9,379.512697874453,1
0.885,0.875,0.876237623762376,0.883838383838384,0.876237623762376,0.885,0.880597014925373,0.5,0.4425,0.505,0.88,0.88,420.962372003605,1
0.9,0.875,0.878048780487805,0.897435897435897,0.878048780487805,0.9,0.888888888888889,0.5,0.45,0.5125,0.8875,0.8875,381.389888179899,1
0.91,0.915,0.914572864321608,0.91044776119403,0.914572864321608,0.91,0.912280701754386,0.5,0.455,0.4975,0.9125,0.9125,384.140552119199,1
0.925,0.915,0.915841584158416,0.924242424242424,0.915841584158416,0.925,0.920398009950249,0.5,0.4625,0.505,0.92,0.92,383.740595200645,1
0.915,0.91,0.91044776119403,0.914572864321608,0.91044776119403,0.915,0.912718204488778,0.5,0.4575,0.5025,0.9125,0.9125,384.281134964703,1
0.97,0.955,0.955665024630542,0.969543147208122,0.955665024630542,0.97,0.962779156327543,0.5,0.485,0.5075,0.9625,0.9625,320.039977794431,1
0.9,0.905,0.904522613065327,0.900497512437811,0.904522613065327,0.9,0.902255639097744,0.5,0.45,0.4975,0.9025,0.9025,387.222674686247,1
0.91,0.89,0.892156862745098,0.908163265306122,0.892156862745098,0.91,0.900990099009901,0.5,0.455,0.51,0.9,0.9,382.666995955755,1
0.9,0.89,0.891089108910891,0.898989898989899,0.891089108910891,0.9,0.895522388059702,0.5,0.45,0.505,0.895,0.895,373.008363532478,1
0.92,0.915,0.915422885572139,0.919597989949749,0.915422885572139,0.92,0.917705735660848,0.5,0.46,0.5025,0.9175,0.9175,357.993141620117,1
0.95,0.92,0.922330097087379,0.948453608247423,0.922330097087379,0.95,0.935960591133005,0.5,0.475,0.515,0.935,0.935,334.632977801948,1
0.89,0.88,0.881188118811881,0.888888888888889,0.881188118811881,0.89,0.885572139303483,0.5,0.445,0.505,0.885,0.885,430.987193725245,1
0.91,0.92,0.919191919191919,0.910891089108911,0.919191919191919,0.91,0.914572864321608,0.5,0.455,0.495,0.915,0.915,373.944725154071,1
0.91,0.89,0.892156862745098,0.908163265306122,0.892156862745098,0.91,0.900990099009901,0.5,0.455,0.51,0.9,0.9,391.53616532268,1
0.92,0.885,0.888888888888889,0.917098445595855,0.888888888888889,0.92,0.904176904176904,0.5,0.46,0.5175,0.9025,0.9025,401.063327265116,1
0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.5,0.4575,0.5,0.915,0.915,356.297397713059,1
0.92,0.93,0.929292929292929,0.920792079207921,0.929292929292929,0.92,0.924623115577889,0.5,0.46,0.495,0.925,0.925,350.029120561799,1
0.885,0.91,0.907692307692308,0.887804878048781,0.907692307692308,0.885,0.89620253164557,0.5,0.4425,0.4875,0.8975,0.8975,364.297123668331,1
0.935,0.92,0.921182266009852,0.934010152284264,0.921182266009852,0.935,0.928039702233251,0.5,0.4675,0.5075,0.9275,0.9275,343.325307308455,1
0.965,0.96,0.960199004975124,0.964824120603015,0.960199004975124,0.965,0.962593516209476,0.5,0.4825,0.5025,0.9625,0.9625,323.079939912883,1
0.955,0.93,0.931707317073171,0.953846153846154,0.931707317073171,0.955,0.94320987654321,0.5,0.4775,0.5125,0.9425,0.9425,325.775181396904,1
0.945,0.935,0.935643564356436,0.944444444444444,0.935643564356436,0.945,0.940298507462687,0.5,0.4725,0.505,0.94,0.94,325.194693989074,1
0.915,0.89,0.892682926829268,0.912820512820513,0.892682926829268,0.915,0.903703703703704,0.5,0.4575,0.5125,0.9025,0.9025,360.374624229151,1
0.89,0.895,0.894472361809045,0.890547263681592,0.894472361809045,0.89,0.892230576441103,0.5,0.445,0.4975,0.8925,0.8925,3283.75419146408,1
0.9,0.88,0.882352941176471,0.897959183673469,0.882352941176471,0.9,0.891089108910891,0.5,0.45,0.51,0.89,0.89,404.607250326744,1
0.91,0.925,0.923857868020305,0.911330049261084,0.923857868020305,0.91,0.916876574307305,0.5,0.455,0.4925,0.9175,0.9175,367.063354757603,1
0.92,0.91,0.910891089108911,0.919191919191919,0.910891089108911,0.92,0.915422885572139,0.5,0.46,0.505,0.915,0.915,346.262487780145,1
0.93,0.885,0.889952153110048,0.926701570680628,0.889952153110048,0.93,0.909535452322738,0.5,0.465,0.5225,0.9075,0.9075,363.063323848082,1
0.93,0.92,0.920792079207921,0.929292929292929,0.920792079207921,0.93,0.925373134328358,0.5,0.465,0.505,0.925,0.925,364.424733623778,1
0.865,0.87,0.869346733668342,0.865671641791045,0.869346733668342,0.865,0.867167919799499,0.5,0.4325,0.4975,0.8675,0.8675,445.937511693438,1
0.945,0.935,0.935643564356436,0.944444444444444,0.935643564356436,0.945,0.940298507462687,0.5,0.4725,0.505,0.94,0.94,319.85443868462,1
0.865,0.85,0.852216748768473,0.862944162436548,0.852216748768473,0.865,0.858560794044665,0.5,0.4325,0.5075,0.8575,0.8575,447.422286120624,1
0.92,0.885,0.888888888888889,0.917098445595855,0.888888888888889,0.92,0.904176904176904,0.5,0.46,0.5175,0.9025,0.9025,389.597128771994,1
0.89,0.915,0.912820512820513,0.892682926829268,0.912820512820513,0.89,0.90126582278481,0.5,0.445,0.4875,0.9025,0.9025,412.202486002341,1
0.9,0.875,0.878048780487805,0.897435897435897,0.878048780487805,0.9,0.888888888888889,0.5,0.45,0.5125,0.8875,0.8875,399.965610590994,1
0.95,0.905,0.909090909090909,0.947643979057592,0.909090909090909,0.95,0.929095354523227,0.5,0.475,0.5225,0.9275,0.9275,363.815758662824,1
0.885,0.855,0.859223300970874,0.881443298969072,0.859223300970874,0.885,0.87192118226601,0.5,0.4425,0.515,0.87,0.87,435.032670479279,1
0.925,0.9,0.902439024390244,0.923076923076923,0.902439024390244,0.925,0.91358024691358,0.5,0.4625,0.5125,0.9125,0.9125,379.858940692962,1
0.905,0.91,0.909547738693467,0.90547263681592,0.909547738693467,0.905,0.907268170426065,0.5,0.4525,0.4975,0.9075,0.9075,385.444385425414,1
0.93,0.925,0.925373134328358,0.92964824120603,0.925373134328358,0.93,0.927680798004987,0.5,0.465,0.5025,0.9275,0.9275,336.855272119999,1
0.89,0.915,0.912820512820513,0.892682926829268,0.912820512820513,0.89,0.90126582278481,0.5,0.445,0.4875,0.9025,0.9025,376.999042722001,1
0.91,0.905,0.90547263681592,0.909547738693467,0.90547263681592,0.91,0.907730673316708,0.5,0.455,0.5025,0.9075,0.9075,362.002229264988,1
0.9,0.905,0.904522613065327,0.900497512437811,0.904522613065327,0.9,0.902255639097744,0.5,0.45,0.4975,0.9025,0.9025,398.927326275448,1
0.945,0.9,0.904306220095694,0.942408376963351,0.904306220095694,0.945,0.924205378973105,0.5,0.4725,0.5225,0.9225,0.9225,346.525589755489,1
0.945,0.91,0.91304347826087,0.94300518134715,0.91304347826087,0.945,0.928746928746929,0.5,0.4725,0.5175,0.9275,0.9275,349.149136740759,1
0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.5,0.4525,0.5,0.905,0.905,358.442033993754,1
0.9,0.88,0.882352941176471,0.897959183673469,0.882352941176471,0.9,0.891089108910891,0.5,0.45,0.51,0.89,0.89,417.377393857978,1
0.875,0.86,0.862068965517241,0.873096446700508,0.862068965517241,0.875,0.86848635235732,0.5,0.4375,0.5075,0.8675,0.8675,439.569433578943,1
0.905,0.89,0.891625615763547,0.903553299492386,0.891625615763547,0.905,0.898263027295285,0.5,0.4525,0.5075,0.8975,0.8975,406.762741019612,1
0.87,0.855,0.857142857142857,0.868020304568528,0.857142857142857,0.87,0.863523573200992,0.5,0.435,0.5075,0.8625,0.8625,427.302053732441,1
0.905,0.93,0.928205128205128,0.907317073170732,0.928205128205128,0.905,0.916455696202532,0.5,0.4525,0.4875,0.9175,0.9175,394.967602698887,1
0.905,0.9,0.900497512437811,0.904522613065327,0.900497512437811,0.905,0.902743142144638,0.5,0.4525,0.5025,0.9025,0.9025,396.71700816761,1
0.88,0.855,0.858536585365854,0.876923076923077,0.858536585365854,0.88,0.869135802469136,0.5,0.44,0.5125,0.8675,0.8675,421.012654131962,1
0.96,0.945,0.945812807881773,0.959390862944162,0.945812807881773,0.96,0.952853598014888,0.5,0.48,0.5075,0.9525,0.9525,328.514533721793,1
0.885,0.895,0.893939393939394,0.886138613861386,0.893939393939394,0.885,0.889447236180905,0.5,0.4425,0.495,0.89,0.89,373.116788927889,1
0.885,0.875,0.876237623762376,0.883838383838384,0.876237623762376,0.885,0.880597014925373,0.5,0.4425,0.505,0.88,0.88,437.905288124454,1
0.945,0.935,0.935643564356436,0.944444444444444,0.935643564356436,0.945,0.940298507462687,0.5,0.4725,0.505,0.94,0.94,331.382396788845,1
0.9,0.855,0.861244019138756,0.895287958115183,0.861244019138756,0.9,0.880195599022005,0.5,0.45,0.5225,0.8775,0.8775,404.995953530679,1
0.91,0.885,0.887804878048781,0.907692307692308,0.88780487804878,0.91,0.898765432098765,0.5,0.455,0.5125,0.8975,0.8975,383.735701384626,1
0.915,0.9,0.901477832512315,0.913705583756345,0.901477832512315,0.915,0.90818858560794,0.5,0.4575,0.5075,0.9075,0.9075,357.873003074927,1
0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.5,0.4725,0.5,0.945,0.945,306.423624004705,1
0.87,0.88,0.878787878787879,0.871287128712871,0.878787878787879,0.87,0.874371859296482,0.5,0.435,0.495,0.875,0.875,417.584086239225,1
0.98,0.99,0.98989898989899,0.98019801980198,0.98989898989899,0.98,0.984924623115578,0.5,0.49,0.495,0.985,0.985,266.689897207984,1
0.92,0.895,0.897560975609756,0.917948717948718,0.897560975609756,0.92,0.908641975308642,0.5,0.46,0.5125,0.9075,0.9075,369.733086997754,1
0.91,0.905,0.90547263681592,0.909547738693467,0.90547263681592,0.91,0.907730673316708,0.5,0.455,0.5025,0.9075,0.9075,390.295220902941,1
0.92,0.895,0.897560975609756,0.917948717948718,0.897560975609756,0.92,0.908641975308642,0.5,0.46,0.5125,0.9075,0.9075,350.935117275714,1
0.915,0.88,0.884057971014493,0.911917098445596,0.884057971014493,0.915,0.899262899262899,0.5,0.4575,0.5175,0.8975,0.8975,405.806510909742,1
0.895,0.915,0.913265306122449,0.897058823529412,0.913265306122449,0.895,0.904040404040404,0.5,0.4475,0.49,0.905,0.905,375.042402100452,1
0.91,0.895,0.896551724137931,0.908629441624366,0.896551724137931,0.91,0.903225806451613,0.5,0.455,0.5075,0.9025,0.9025,382.63126962906,1
0.92,0.915,0.915422885572139,0.919597989949749,0.915422885572139,0.92,0.917705735660848,0.5,0.46,0.5025,0.9175,0.9175,379.040007061939,1
0.96,0.935,0.936585365853659,0.958974358974359,0.936585365853659,0.96,0.948148148148148,0.5,0.48,0.5125,0.9475,0.9475,345.846673458989,1
0.925,0.935,0.934343434343434,0.925742574257426,0.934343434343434,0.925,0.92964824120603,0.5,0.4625,0.495,0.93,0.93,340.264421007385,1
0.89,0.885,0.885572139303483,0.889447236180904,0.885572139303483,0.89,0.887780548628429,0.5,0.445,0.5025,0.8875,0.8875,397.859234013351,1
0.94,0.935,0.935323383084577,0.939698492462312,0.935323383084577,0.94,0.937655860349127,0.5,0.47,0.5025,0.9375,0.9375,336.267572137234,1
0.955,0.945,0.945544554455445,0.954545454545454,0.945544554455445,0.955,0.950248756218905,0.5,0.4775,0.505,0.95,0.95,330.510654064786,1
0.92,0.91,0.910891089108911,0.919191919191919,0.910891089108911,0.92,0.915422885572139,0.5,0.46,0.505,0.915,0.915,354.782591746339,1
0.905,0.9,0.900497512437811,0.904522613065327,0.900497512437811,0.905,0.902743142144638,0.5,0.4525,0.5025,0.9025,0.9025,398.733957824296,1
0.925,0.905,0.906862745098039,0.923469387755102,0.906862745098039,0.925,0.915841584158416,0.5,0.4625,0.51,0.915,0.915,354.931517368434,1
0.87,0.875,0.874371859296482,0.870646766169154,0.874371859296482,0.87,0.87218045112782,0.5,0.435,0.4975,0.8725,0.8725,3860.45264568995,0
0.895,0.905,0.904040404040404,0.896039603960396,0.904040404040404,0.895,0.899497487437186,0.5,0.4475,0.495,0.9,0.9,378.994311658738,1
0.9,0.91,0.909090909090909,0.900990099009901,0.909090909090909,0.9,0.904522613065327,0.5,0.45,0.495,0.905,0.905,365.993754599076,1
0.905,0.89,0.891625615763547,0.903553299492386,0.891625615763547,0.905,0.898263027295285,0.5,0.4525,0.5075,0.8975,0.8975,412.775097562883,1
0.905,0.915,0.914141414141414,0.905940594059406,0.914141414141414,0.905,0.909547738693467,0.5,0.4525,0.495,0.91,0.91,385.644010773197,1
0.915,0.895,0.897058823529412,0.913265306122449,0.897058823529412,0.915,0.905940594059406,0.5,0.4575,0.51,0.905,0.905,400.63357988672,1
0.905,0.9,0.900497512437811,0.904522613065327,0.900497512437811,0.905,0.902743142144638,0.5,0.4525,0.5025,0.9025,0.9025,387.547260101572,1
0.875,0.87,0.870646766169154,0.874371859296482,0.870646766169154,0.875,0.872817955112219,0.5,0.4375,0.5025,0.8725,0.8725,405.288258362928,1
0.91,0.9,0.900990099009901,0.909090909090909,0.900990099009901,0.91,0.90547263681592,0.5,0.455,0.505,0.905,0.905,368.891015953265,1
0.925,0.945,0.943877551020408,0.926470588235294,0.943877551020408,0.925,0.934343434343434,0.5,0.4625,0.49,0.935,0.935,352.787519130708,1
0.93,0.89,0.894230769230769,0.927083333333333,0.894230769230769,0.93,0.911764705882353,0.5,0.465,0.52,0.91,0.91,379.330796411502,1
0.925,0.905,0.906862745098039,0.923469387755102,0.906862745098039,0.925,0.915841584158416,0.5,0.4625,0.51,0.915,0.915,373.652066547637,1
0.935,0.905,0.907766990291262,0.93298969072165,0.907766990291262,0.935,0.921182266009852,0.5,0.4675,0.515,0.92,0.92,356.269849730845,1
0.905,0.885,0.887254901960784,0.903061224489796,0.887254901960784,0.905,0.896039603960396,0.5,0.4525,0.51,0.895,0.895,382.909630093618,1
0.925,0.895,0.898058252427185,0.922680412371134,0.898058252427185,0.925,0.911330049261084,0.5,0.4625,0.515,0.91,0.91,363.839844149416,1
0.9,0.905,0.904522613065327,0.900497512437811,0.904522613065327,0.9,0.902255639097744,0.5,0.45,0.4975,0.9025,0.9025,386.784776208016,1
0.94,0.92,0.92156862745098,0.938775510204082,0.92156862745098,0.94,0.930693069306931,0.5,0.47,0.51,0.93,0.93,351.36257891219,1
0.89,0.895,0.894472361809045,0.890547263681592,0.894472361809045,0.89,0.892230576441103,0.5,0.445,0.4975,0.8925,0.8925,400.417096245154,1
0.89,0.91,0.908163265306122,0.892156862745098,0.908163265306122,0.89,0.898989898989899,0.5,0.445,0.49,0.9,0.9,373.619379708628,1
0.92,0.91,0.910891089108911,0.919191919191919,0.910891089108911,0.92,0.915422885572139,0.5,0.46,0.505,0.915,0.915,405.614381700743,1
0.94,0.905,0.908212560386473,0.937823834196891,0.908212560386473,0.94,0.923832923832924,0.5,0.47,0.5175,0.9225,0.9225,369.303127233744,1
0.9,0.89,0.891089108910891,0.898989898989899,0.891089108910891,0.9,0.895522388059702,0.5,0.45,0.505,0.895,0.895,389.245151321761,1
0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.5,0.4675,0.5,0.935,0.935,345.487335084671,1
0.91,0.89,0.892156862745098,0.908163265306122,0.892156862745098,0.91,0.900990099009901,0.5,0.455,0.51,0.9,0.9,371.657097189351,1
0.93,0.91,0.911764705882353,0.928571428571429,0.911764705882353,0.93,0.920792079207921,0.5,0.465,0.51,0.92,0.92,381.917090411154,1
0.905,0.885,0.887254901960784,0.903061224489796,0.887254901960784,0.905,0.896039603960396,0.5,0.4525,0.51,0.895,0.895,389.821820086703,1
0.87,0.86,0.861386138613861,0.868686868686869,0.861386138613861,0.87,0.865671641791045,0.5,0.435,0.505,0.865,0.865,466.926143877692,1
0.915,0.875,0.879807692307692,0.911458333333333,0.879807692307692,0.915,0.897058823529412,0.5,0.4575,0.52,0.895,0.895,410.005439677957,1
0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.5,0.465,0.5,0.93,0.93,334.109096875636,1
0.94,0.935,0.935323383084577,0.939698492462312,0.935323383084577,0.94,0.937655860349127,0.5,0.47,0.5025,0.9375,0.9375,327.0618939176,1
0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.5,0.46,0.5,0.92,0.92,331.767614424698,1
0.92,0.935,0.934010152284264,0.921182266009852,0.934010152284264,0.92,0.926952141057935,0.5,0.46,0.4925,0.9275,0.9275,355.928637808704,1
0.925,0.9,0.902439024390244,0.923076923076923,0.902439024390244,0.925,0.91358024691358,0.5,0.4625,0.5125,0.9125,0.9125,376.036441850953,1
0.94,0.895,0.899521531100478,0.93717277486911,0.899521531100478,0.94,0.919315403422983,0.5,0.47,0.5225,0.9175,0.9175,356.773245940998,1
0.915,0.92,0.919597989949749,0.915422885572139,0.919597989949749,0.915,0.917293233082707,0.5,0.4575,0.4975,0.9175,0.9175,363.283052080657,1
0.94,0.895,0.899521531100478,0.93717277486911,0.899521531100478,0.94,0.919315403422983,0.5,0.47,0.5225,0.9175,0.9175,376.063534428501,1
0.945,0.9,0.904306220095694,0.942408376963351,0.904306220095694,0.945,0.924205378973105,0.5,0.4725,0.5225,0.9225,0.9225,363.777265746793,1
0.95,0.93,0.931372549019608,0.948979591836735,0.931372549019608,0.95,0.940594059405941,0.5,0.475,0.51,0.94,0.94,344.628167140211,1
0.96,0.91,0.914285714285714,0.957894736842105,0.914285714285714,0.96,0.936585365853659,0.5,0.48,0.525,0.935,0.935,346.951771623273,1
0.935,0.895,0.899038461538462,0.932291666666667,0.899038461538462,0.935,0.916666666666667,0.5,0.4675,0.52,0.915,0.915,403.459594500355,1
0.93,0.9,0.902912621359223,0.927835051546392,0.902912621359223,0.93,0.916256157635468,0.5,0.465,0.515,0.915,0.915,382.009551346407,1
0.875,0.88,0.879396984924623,0.875621890547264,0.879396984924623,0.875,0.87719298245614,0.5,0.4375,0.4975,0.8775,0.8775,412.905509701966,1
0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.5,0.4375,0.5,0.875,0.875,397.477912144126,1
0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.5,0.455,0.5,0.91,0.91,378.669704047643,1
0.89,0.87,0.872549019607843,0.887755102040816,0.872549019607843,0.89,0.881188118811881,0.5,0.445,0.51,0.88,0.88,417.674054962899,1
0.94,0.93,0.930693069306931,0.939393939393939,0.930693069306931,0.94,0.935323383084577,0.5,0.47,0.505,0.935,0.935,363.04366344316,1
0.85,0.875,0.871794871794872,0.853658536585366,0.871794871794872,0.85,0.860759493670886,0.5,0.425,0.4875,0.8625,0.8625,449.687868073813,1
0.895,0.92,0.917948717948718,0.897560975609756,0.917948717948718,0.895,0.906329113924051,0.5,0.4475,0.4875,0.9075,0.9075,378.21184903981,1
0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.5,0.4425,0.5,0.885,0.885,409.370231503937,1
0.955,0.95,0.950248756218906,0.954773869346734,0.950248756218905,0.955,0.952618453865337,0.5,0.4775,0.5025,0.9525,0.9525,316.678077722532,1
0.92,0.89,0.893203883495146,0.917525773195876,0.893203883495146,0.92,0.9064039408867,0.5,0.46,0.515,0.905,0.905,372.002746162098,1
0.91,0.895,0.896551724137931,0.908629441624366,0.896551724137931,0.91,0.903225806451613,0.5,0.455,0.5075,0.9025,0.9025,373.560001944682,1
0.96,0.945,0.945812807881773,0.959390862944162,0.945812807881773,0.96,0.952853598014888,0.5,0.48,0.5075,0.9525,0.9525,341.065499199855,1
0.935,0.91,0.91219512195122,0.933333333333333,0.91219512195122,0.935,0.923456790123457,0.5,0.4675,0.5125,0.9225,0.9225,368.699185784598,1
0.935,0.905,0.907766990291262,0.93298969072165,0.907766990291262,0.935,0.921182266009852,0.5,0.4675,0.515,0.92,0.92,341.384835396987,1
0.935,0.9,0.903381642512077,0.932642487046632,0.903381642512077,0.935,0.918918918918919,0.5,0.4675,0.5175,0.9175,0.9175,356.336842041404,1
0.925,0.93,0.92964824120603,0.925373134328358,0.92964824120603,0.925,0.927318295739348,0.5,0.4625,0.4975,0.9275,0.9275,322.684011181108,1
0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.5,0.4425,0.5,0.885,0.885,412.73573681701,1
0.91,0.895,0.896551724137931,0.908629441624366,0.896551724137931,0.91,0.903225806451613,0.5,0.455,0.5075,0.9025,0.9025,413.267981399037,1
0.94,0.955,0.954314720812183,0.940886699507389,0.954314720812183,0.94,0.947103274559194,0.5,0.47,0.4925,0.9475,0.9475,335.626001404702,1
0.925,0.91,0.911330049261084,0.923857868020305,0.911330049261084,0.925,0.918114143920595,0.5,0.4625,0.5075,0.9175,0.9175,347.642949630622,1
0.955,0.925,0.927184466019418,0.95360824742268,0.927184466019418,0.955,0.940886699507389,0.5,0.4775,0.515,0.94,0.94,320.970716378142,1
0.87,0.895,0.892307692307692,0.873170731707317,0.892307692307692,0.87,0.881012658227848,0.5,0.435,0.4875,0.8825,0.8825,385.924930214908,1
0.895,0.88,0.881773399014778,0.893401015228426,0.881773399014778,0.895,0.88833746898263,0.5,0.4475,0.5075,0.8875,0.8875,401.04778743328,1
0.935,0.9,0.903381642512077,0.932642487046632,0.903381642512077,0.935,0.918918918918919,0.5,0.4675,0.5175,0.9175,0.9175,379.958590370377,1
0.935,0.91,0.91219512195122,0.933333333333333,0.91219512195122,0.935,0.923456790123457,0.5,0.4675,0.5125,0.9225,0.9225,361.395121069691,1
0.935,0.93,0.930348258706468,0.934673366834171,0.930348258706468,0.935,0.932668329177057,0.5,0.4675,0.5025,0.9325,0.9325,354.597835926249,1
0.94,0.92,0.92156862745098,0.938775510204082,0.92156862745098,0.94,0.930693069306931,0.5,0.47,0.51,0.93,0.93,347.74106061014,1
0.86,0.905,0.900523560209424,0.866028708133971,0.900523560209424,0.86,0.879795396419437,0.5,0.43,0.4775,0.8825,0.8825,387.206014001099,1
0.92,0.915,0.915422885572139,0.919597989949749,0.915422885572139,0.92,0.917705735660848,0.5,0.46,0.5025,0.9175,0.9175,381.917285725562,1
0.925,0.92,0.920398009950249,0.924623115577889,0.920398009950249,0.925,0.922693266832918,0.5,0.4625,0.5025,0.9225,0.9225,361.252987198257,1
0.915,0.905,0.905940594059406,0.914141414141414,0.905940594059406,0.915,0.91044776119403,0.5,0.4575,0.505,0.91,0.91,391.78241149529,1
0.915,0.91,0.91044776119403,0.914572864321608,0.91044776119403,0.915,0.912718204488778,0.5,0.4575,0.5025,0.9125,0.9125,372.452954846483,1
0.86,0.865,0.864321608040201,0.860696517412935,0.864321608040201,0.86,0.862155388471178,0.5,0.43,0.4975,0.8625,0.8625,446.59820820788,1
0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.5,0.4575,0.5,0.915,0.915,368.480368938825,1
0.93,0.925,0.925373134328358,0.92964824120603,0.925373134328358,0.93,0.927680798004987,0.5,0.465,0.5025,0.9275,0.9275,325.191162214878,1
0.89,0.87,0.872549019607843,0.887755102040816,0.872549019607843,0.89,0.881188118811881,0.5,0.445,0.51,0.88,0.88,401.150427559025,1
0.92,0.93,0.929292929292929,0.920792079207921,0.929292929292929,0.92,0.924623115577889,0.5,0.46,0.495,0.925,0.925,333.385661326036,1
0.905,0.87,0.8743961352657,0.901554404145078,0.8743961352657,0.905,0.889434889434889,0.5,0.4525,0.5175,0.8875,0.8875,421.660008995907,1
0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.5,0.4475,0.5,0.895,0.895,369.203355079043,1
0.885,0.89,0.889447236180904,0.885572139303483,0.889447236180904,0.885,0.887218045112782,0.5,0.4425,0.4975,0.8875,0.8875,411.924747935737,1
0.985,0.945,0.947115384615385,0.984375,0.947115384615385,0.985,0.965686274509804,0.5,0.4925,0.52,0.965,0.965,306.68923564441,1
0.91,0.915,0.914572864321608,0.91044776119403,0.914572864321608,0.91,0.912280701754386,0.5,0.455,0.4975,0.9125,0.9125,370.254124140145,1
0.935,0.915,0.916666666666667,0.933673469387755,0.916666666666667,0.935,0.925742574257426,0.5,0.4675,0.51,0.925,0.925,323.77827853886,1
0.93,0.91,0.911764705882353,0.928571428571429,0.911764705882353,0.93,0.920792079207921,0.5,0.465,0.51,0.92,0.92,372.786310387835,1
0.895,0.905,0.904040404040404,0.896039603960396,0.904040404040404,0.895,0.899497487437186,0.5,0.4475,0.495,0.9,0.9,401.811296102027,1
0.925,0.93,0.92964824120603,0.925373134328358,0.92964824120603,0.925,0.927318295739348,0.5,0.4625,0.4975,0.9275,0.9275,354.30262914225,1
0.885,0.855,0.859223300970874,0.881443298969072,0.859223300970874,0.885,0.87192118226601,0.5,0.4425,0.515,0.87,0.87,430.991980878622,1
0.885,0.9,0.898477157360406,0.886699507389162,0.898477157360406,0.885,0.891687657430731,0.5,0.4425,0.4925,0.8925,0.8925,397.829228587928,1
0.915,0.92,0.919597989949749,0.915422885572139,0.919597989949749,0.915,0.917293233082707,0.5,0.4575,0.4975,0.9175,0.9175,369.36122359864,1
0.955,0.935,0.936274509803921,0.954081632653061,0.936274509803922,0.955,0.945544554455446,0.5,0.4775,0.51,0.945,0.945,346.554046704786,1
0.91,0.885,0.887804878048781,0.907692307692308,0.88780487804878,0.91,0.898765432098765,0.5,0.455,0.5125,0.8975,0.8975,375.056827341755,1
0.92,0.895,0.897560975609756,0.917948717948718,0.897560975609756,0.92,0.908641975308642,0.5,0.46,0.5125,0.9075,0.9075,357.672709589331,1
0.915,0.87,0.875598086124402,0.910994764397906,0.875598086124402,0.915,0.894865525672372,0.5,0.4575,0.5225,0.8925,0.8925,397.685688492506,1
0.93,0.91,0.911764705882353,0.928571428571429,0.911764705882353,0.93,0.920792079207921,0.5,0.465,0.51,0.92,0.92,377.797216011607,1
0.93,0.91,0.911764705882353,0.928571428571429,0.911764705882353,0.93,0.920792079207921,0.5,0.465,0.51,0.92,0.92,356.281783976886,1
0.91,0.9,0.900990099009901,0.909090909090909,0.900990099009901,0.91,0.90547263681592,0.5,0.455,0.505,0.905,0.905,369.676046862727,1
0.945,0.925,0.926470588235294,0.943877551020408,0.926470588235294,0.945,0.935643564356436,0.5,0.4725,0.51,0.935,0.935,305.207144662539,1
0.91,0.9,0.900990099009901,0.909090909090909,0.900990099009901,0.91,0.90547263681592,0.5,0.455,0.505,0.905,0.905,376.607128316274,1
0.915,0.905,0.905940594059406,0.914141414141414,0.905940594059406,0.915,0.91044776119403,0.5,0.4575,0.505,0.91,0.91,374.718174280255,1
0.89,0.88,0.881188118811881,0.888888888888889,0.881188118811881,0.89,0.885572139303483,0.5,0.445,0.505,0.885,0.885,387.866816439053,1
0.955,0.925,0.927184466019418,0.95360824742268,0.927184466019418,0.955,0.940886699507389,0.5,0.4775,0.515,0.94,0.94,316.910145963427,1
0.91,0.9,0.900990099009901,0.909090909090909,0.900990099009901,0.91,0.90547263681592,0.5,0.455,0.505,0.905,0.905,378.072057920107,1
0.885,0.89,0.889447236180904,0.885572139303483,0.889447236180904,0.885,0.887218045112782,0.5,0.4425,0.4975,0.8875,0.8875,404.828205157823,1
0.89,0.895,0.894472361809045,0.890547263681592,0.894472361809045,0.89,0.892230576441103,0.5,0.445,0.4975,0.8925,0.8925,383.987169741352,1
0.885,0.895,0.893939393939394,0.886138613861386,0.893939393939394,0.885,0.889447236180905,0.5,0.4425,0.495,0.89,0.89,407.655313580303,1
