"Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy","Accuracy","AIC","Converged"
0.88,0.86,0.862745098039216,0.877551020408163,0.862745098039216,0.88,0.871287128712871,0.5,0.44,0.51,0.87,0.87,416.79468110207,1
0.93,0.86,0.869158878504673,0.924731182795699,0.869158878504673,0.93,0.898550724637681,0.5,0.465,0.535,0.895,0.895,406.085277796236,1
0.915,0.905,0.905940594059406,0.914141414141414,0.905940594059406,0.915,0.91044776119403,0.5,0.4575,0.505,0.91,0.91,384.47666844188,1
0.965,0.935,0.936893203883495,0.963917525773196,0.936893203883495,0.965,0.950738916256158,0.5,0.4825,0.515,0.95,0.95,324.348712586124,1
0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.5,0.4425,0.5,0.885,0.885,3500.01611179878,0
0.885,0.88,0.880597014925373,0.884422110552764,0.880597014925373,0.885,0.882793017456359,0.5,0.4425,0.5025,0.8825,0.8825,3572.10341857701,1
0.925,0.885,0.889423076923077,0.921875,0.889423076923077,0.925,0.906862745098039,0.5,0.4625,0.52,0.905,0.905,382.81611702914,1
0.96,0.95,0.95049504950495,0.95959595959596,0.95049504950495,0.96,0.955223880597015,0.5,0.48,0.505,0.955,0.955,296.354608640045,1
0.905,0.84,0.849765258215962,0.898395721925134,0.849765258215962,0.905,0.876513317191283,0.5,0.4525,0.5325,0.8725,0.8725,445.084593382448,1
0.94,0.925,0.926108374384237,0.939086294416244,0.926108374384236,0.94,0.933002481389578,0.5,0.47,0.5075,0.9325,0.9325,329.013170372203,1
0.855,0.905,0.9,0.861904761904762,0.9,0.855,0.876923076923077,0.5,0.4275,0.475,0.88,0.88,395.432031132112,1
0.91,0.93,0.928571428571429,0.911764705882353,0.928571428571429,0.91,0.919191919191919,0.5,0.455,0.49,0.92,0.92,383.316994260238,1
0.935,0.915,0.916666666666667,0.933673469387755,0.916666666666667,0.935,0.925742574257426,0.5,0.4675,0.51,0.925,0.925,347.071359685943,1
0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.5,0.44,0.5,0.88,0.88,414.564421539297,1
0.93,0.87,0.877358490566038,0.925531914893617,0.877358490566038,0.93,0.902912621359223,0.5,0.465,0.53,0.9,0.9,371.614404908212,1
0.935,0.895,0.899038461538462,0.932291666666667,0.899038461538462,0.935,0.916666666666667,0.5,0.4675,0.52,0.915,0.915,384.791343584308,1
0.95,0.925,0.926829268292683,0.948717948717949,0.926829268292683,0.95,0.938271604938272,0.5,0.475,0.5125,0.9375,0.9375,346.854352381268,1
0.935,0.925,0.925742574257426,0.934343434343434,0.925742574257426,0.935,0.930348258706468,0.5,0.4675,0.505,0.93,0.93,354.020258105151,1
0.92,0.895,0.897560975609756,0.917948717948718,0.897560975609756,0.92,0.908641975308642,0.5,0.46,0.5125,0.9075,0.9075,377.092456180382,1
1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,184.000000720525,0
0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.5,0.4775,0.5,0.955,0.955,301.14159224352,1
0.91,0.935,0.933333333333333,0.91219512195122,0.933333333333333,0.91,0.921518987341772,0.5,0.455,0.4875,0.9225,0.9225,366.815401037331,1
0.955,0.96,0.959798994974874,0.955223880597015,0.959798994974874,0.955,0.957393483709273,0.5,0.4775,0.4975,0.9575,0.9575,325.331216117377,1
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.45,0.5,0.9,0.9,357.689999710609,1
0.905,0.895,0.896039603960396,0.904040404040404,0.896039603960396,0.905,0.900497512437811,0.5,0.4525,0.505,0.9,0.9,403.705429138266,1
0.915,0.87,0.875598086124402,0.910994764397906,0.875598086124402,0.915,0.894865525672372,0.5,0.4575,0.5225,0.8925,0.8925,397.124511300437,1
0.93,0.9,0.902912621359223,0.927835051546392,0.902912621359223,0.93,0.916256157635468,0.5,0.465,0.515,0.915,0.915,384.052384411032,1
0.895,0.905,0.904040404040404,0.896039603960396,0.904040404040404,0.895,0.899497487437186,0.5,0.4475,0.495,0.9,0.9,382.554032946153,1
0.95,0.91,0.913461538461538,0.947916666666667,0.913461538461538,0.95,0.931372549019608,0.5,0.475,0.52,0.93,0.93,361.440808149782,1
0.94,0.915,0.917073170731707,0.938461538461538,0.917073170731707,0.94,0.928395061728395,0.5,0.47,0.5125,0.9275,0.9275,356.841043324697,1
0.915,0.91,0.91044776119403,0.914572864321608,0.91044776119403,0.915,0.912718204488778,0.5,0.4575,0.5025,0.9125,0.9125,369.497644683209,1
0.905,0.94,0.937823834196891,0.908212560386473,0.937823834196891,0.905,0.921119592875318,0.5,0.4525,0.4825,0.9225,0.9225,368.129047288979,1
0.93,0.935,0.934673366834171,0.930348258706468,0.934673366834171,0.93,0.932330827067669,0.5,0.465,0.4975,0.9325,0.9325,365.277588391113,1
0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.5,0.46,0.5,0.92,0.92,377.864993500185,1
0.91,0.93,0.928571428571429,0.911764705882353,0.928571428571429,0.91,0.919191919191919,0.5,0.455,0.49,0.92,0.92,347.91694375173,1
0.875,0.88,0.879396984924623,0.875621890547264,0.879396984924623,0.875,0.87719298245614,0.5,0.4375,0.4975,0.8775,0.8775,402.059676232977,1
0.895,0.855,0.860576923076923,0.890625,0.860576923076923,0.895,0.877450980392157,0.5,0.4475,0.52,0.875,0.875,428.96553309998,1
0.96,0.955,0.955223880597015,0.959798994974874,0.955223880597015,0.96,0.957605985037406,0.5,0.48,0.5025,0.9575,0.9575,295.788328926134,1
0.865,0.875,0.873737373737374,0.866336633663366,0.873737373737374,0.865,0.869346733668342,0.5,0.4325,0.495,0.87,0.87,421.627873874417,1
0.9,0.895,0.895522388059702,0.899497487437186,0.895522388059702,0.9,0.897755610972569,0.5,0.45,0.5025,0.8975,0.8975,399.261112679946,1
0.885,0.9,0.898477157360406,0.886699507389162,0.898477157360406,0.885,0.891687657430731,0.5,0.4425,0.4925,0.8925,0.8925,389.973535443957,1
0.89,0.885,0.885572139303483,0.889447236180904,0.885572139303483,0.89,0.887780548628429,0.5,0.445,0.5025,0.8875,0.8875,394.630266751329,1
0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.5,0.4425,0.5,0.885,0.885,397.559972740916,1
0.935,0.93,0.930348258706468,0.934673366834171,0.930348258706468,0.935,0.932668329177057,0.5,0.4675,0.5025,0.9325,0.9325,341.207156618888,1
0.94,0.91,0.912621359223301,0.938144329896907,0.912621359223301,0.94,0.926108374384236,0.5,0.47,0.515,0.925,0.925,368.801725888609,1
0.925,0.87,0.876777251184834,0.920634920634921,0.876777251184834,0.925,0.900243309002433,0.5,0.4625,0.5275,0.8975,0.8975,430.933443096663,1
0.93,0.905,0.907317073170732,0.928205128205128,0.907317073170732,0.93,0.918518518518519,0.5,0.465,0.5125,0.9175,0.9175,374.444913451168,1
0.89,0.88,0.881188118811881,0.888888888888889,0.881188118811881,0.89,0.885572139303483,0.5,0.445,0.505,0.885,0.885,398.537740306043,1
0.87,0.875,0.874371859296482,0.870646766169154,0.874371859296482,0.87,0.87218045112782,0.5,0.435,0.4975,0.8725,0.8725,432.677577822766,1
0.9,0.91,0.909090909090909,0.900990099009901,0.909090909090909,0.9,0.904522613065327,0.5,0.45,0.495,0.905,0.905,373.783076703487,1
0.89,0.875,0.876847290640394,0.888324873096447,0.876847290640394,0.89,0.883374689826303,0.5,0.445,0.5075,0.8825,0.8825,400.338994333031,1
0.91,0.88,0.883495145631068,0.907216494845361,0.883495145631068,0.91,0.896551724137931,0.5,0.455,0.515,0.895,0.895,388.497374790362,1
0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.5,0.4425,0.5,0.885,0.885,400.518469172998,1
0.93,0.89,0.894230769230769,0.927083333333333,0.894230769230769,0.93,0.911764705882353,0.5,0.465,0.52,0.91,0.91,381.64575800417,1
0.89,0.86,0.864077669902913,0.88659793814433,0.864077669902913,0.89,0.876847290640394,0.5,0.445,0.515,0.875,0.875,419.270724383778,1
0.895,0.87,0.873170731707317,0.892307692307692,0.873170731707317,0.895,0.883950617283951,0.5,0.4475,0.5125,0.8825,0.8825,409.101229439688,1
0.905,0.895,0.896039603960396,0.904040404040404,0.896039603960396,0.905,0.900497512437811,0.5,0.4525,0.505,0.9,0.9,379.559621499983,1
0.87,0.885,0.883248730964467,0.87192118226601,0.883248730964467,0.87,0.876574307304786,0.5,0.435,0.4925,0.8775,0.8775,430.654360409908,1
0.92,0.9,0.901960784313726,0.918367346938776,0.901960784313726,0.92,0.910891089108911,0.5,0.46,0.51,0.91,0.91,395.145290808628,1
0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.5,0.4375,0.5,0.875,0.875,421.548818117534,1
0.895,0.9,0.899497487437186,0.895522388059702,0.899497487437186,0.895,0.897243107769424,0.5,0.4475,0.4975,0.8975,0.8975,411.132933630613,1
0.925,0.93,0.92964824120603,0.925373134328358,0.92964824120603,0.925,0.927318295739348,0.5,0.4625,0.4975,0.9275,0.9275,356.8086952257,1
0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.5,0.4725,0.5,0.945,0.945,281.887191593409,1
0.955,0.95,0.950248756218906,0.954773869346734,0.950248756218905,0.955,0.952618453865337,0.5,0.4775,0.5025,0.9525,0.9525,329.70622439524,1
0.86,0.91,0.905263157894737,0.866666666666667,0.905263157894737,0.86,0.882051282051282,0.5,0.43,0.475,0.885,0.885,3500.01611179878,1
0.945,0.905,0.908653846153846,0.942708333333333,0.908653846153846,0.945,0.926470588235294,0.5,0.4725,0.52,0.925,0.925,356.308114876625,1
0.9,0.885,0.886699507389162,0.898477157360406,0.886699507389163,0.9,0.893300248138958,0.5,0.45,0.5075,0.8925,0.8925,391.865151316557,1
0.895,0.86,0.864734299516908,0.89119170984456,0.864734299516908,0.895,0.87960687960688,0.5,0.4475,0.5175,0.8775,0.8775,403.716241067551,1
0.885,0.88,0.880597014925373,0.884422110552764,0.880597014925373,0.885,0.882793017456359,0.5,0.4425,0.5025,0.8825,0.8825,392.450410771447,1
0.89,0.875,0.876847290640394,0.888324873096447,0.876847290640394,0.89,0.883374689826303,0.5,0.445,0.5075,0.8825,0.8825,408.015838463582,1
0.925,0.9,0.902439024390244,0.923076923076923,0.902439024390244,0.925,0.91358024691358,0.5,0.4625,0.5125,0.9125,0.9125,360.812756142713,1
0.895,0.88,0.881773399014778,0.893401015228426,0.881773399014778,0.895,0.88833746898263,0.5,0.4475,0.5075,0.8875,0.8875,409.832969082797,1
0.915,0.885,0.888349514563107,0.912371134020619,0.888349514563107,0.915,0.901477832512315,0.5,0.4575,0.515,0.9,0.9,407.942887557123,1
0.915,0.895,0.897058823529412,0.913265306122449,0.897058823529412,0.915,0.905940594059406,0.5,0.4575,0.51,0.905,0.905,373.540274651347,1
0.88,0.89,0.888888888888889,0.881188118811881,0.888888888888889,0.88,0.884422110552764,0.5,0.44,0.495,0.885,0.885,440.771900589225,1
0.91,0.92,0.919191919191919,0.910891089108911,0.919191919191919,0.91,0.914572864321608,0.5,0.455,0.495,0.915,0.915,368.980243977264,1
0.925,0.92,0.920398009950249,0.924623115577889,0.920398009950249,0.925,0.922693266832918,0.5,0.4625,0.5025,0.9225,0.9225,347.617740532308,1
0.905,0.895,0.896039603960396,0.904040404040404,0.896039603960396,0.905,0.900497512437811,0.5,0.4525,0.505,0.9,0.9,394.578956771166,1
0.945,0.905,0.908653846153846,0.942708333333333,0.908653846153846,0.945,0.926470588235294,0.5,0.4725,0.52,0.925,0.925,373.09110337424,1
0.925,0.905,0.906862745098039,0.923469387755102,0.906862745098039,0.925,0.915841584158416,0.5,0.4625,0.51,0.915,0.915,368.614523224459,1
0.915,0.92,0.919597989949749,0.915422885572139,0.919597989949749,0.915,0.917293233082707,0.5,0.4575,0.4975,0.9175,0.9175,370.183394544081,1
0.905,0.88,0.882926829268293,0.902564102564103,0.882926829268293,0.905,0.893827160493827,0.5,0.4525,0.5125,0.8925,0.8925,407.439602074589,1
0.935,0.91,0.91219512195122,0.933333333333333,0.91219512195122,0.935,0.923456790123457,0.5,0.4675,0.5125,0.9225,0.9225,336.068224176369,1
0.89,0.895,0.894472361809045,0.890547263681592,0.894472361809045,0.89,0.892230576441103,0.5,0.445,0.4975,0.8925,0.8925,402.399441167525,1
0.925,0.91,0.911330049261084,0.923857868020305,0.911330049261084,0.925,0.918114143920595,0.5,0.4625,0.5075,0.9175,0.9175,377.187767924755,1
0.935,0.93,0.930348258706468,0.934673366834171,0.930348258706468,0.935,0.932668329177057,0.5,0.4675,0.5025,0.9325,0.9325,370.484972153978,1
0.935,0.925,0.925742574257426,0.934343434343434,0.925742574257426,0.935,0.930348258706468,0.5,0.4675,0.505,0.93,0.93,376.774995172356,1
0.925,0.93,0.92964824120603,0.925373134328358,0.92964824120603,0.925,0.927318295739348,0.5,0.4625,0.4975,0.9275,0.9275,356.083887478057,1
0.895,0.875,0.877450980392157,0.892857142857143,0.877450980392157,0.895,0.886138613861386,0.5,0.4475,0.51,0.885,0.885,391.687910763401,1
0.89,0.9,0.898989898989899,0.891089108910891,0.898989898989899,0.89,0.894472361809045,0.5,0.445,0.495,0.895,0.895,377.25078767687,1
0.895,0.905,0.904040404040404,0.896039603960396,0.904040404040404,0.895,0.899497487437186,0.5,0.4475,0.495,0.9,0.9,367.330168226815,1
0.925,0.89,0.893719806763285,0.922279792746114,0.893719806763285,0.925,0.909090909090909,0.5,0.4625,0.5175,0.9075,0.9075,401.341473741416,1
0.915,0.895,0.897058823529412,0.913265306122449,0.897058823529412,0.915,0.905940594059406,0.5,0.4575,0.51,0.905,0.905,358.801385984919,1
0.93,0.91,0.911764705882353,0.928571428571429,0.911764705882353,0.93,0.920792079207921,0.5,0.465,0.51,0.92,0.92,374.007058411005,1
0.935,0.95,0.949238578680203,0.935960591133005,0.949238578680203,0.935,0.942065491183879,0.5,0.4675,0.4925,0.9425,0.9425,321.145934182902,1
0.905,0.89,0.891625615763547,0.903553299492386,0.891625615763547,0.905,0.898263027295285,0.5,0.4525,0.5075,0.8975,0.8975,410.31607177533,1
0.9,0.865,0.869565217391304,0.896373056994819,0.869565217391304,0.9,0.884520884520885,0.5,0.45,0.5175,0.8825,0.8825,410.831512707563,1
0.895,0.84,0.848341232227488,0.888888888888889,0.848341232227488,0.895,0.871046228710462,0.5,0.4475,0.5275,0.8675,0.8675,4004.62725924642,1
0.915,0.87,0.875598086124402,0.910994764397906,0.875598086124402,0.915,0.894865525672372,0.5,0.4575,0.5225,0.8925,0.8925,404.004430807965,1
0.945,0.89,0.895734597156398,0.941798941798942,0.895734597156398,0.945,0.91970802919708,0.5,0.4725,0.5275,0.9175,0.9175,375.8359985172,1
0.93,0.925,0.925373134328358,0.92964824120603,0.925373134328358,0.93,0.927680798004987,0.5,0.465,0.5025,0.9275,0.9275,354.124158169299,1
0.935,0.91,0.91219512195122,0.933333333333333,0.91219512195122,0.935,0.923456790123457,0.5,0.4675,0.5125,0.9225,0.9225,368.832445324926,1
0.88,0.875,0.875621890547264,0.879396984924623,0.875621890547264,0.88,0.877805486284289,0.5,0.44,0.5025,0.8775,0.8775,410.174733473146,1
0.94,0.91,0.912621359223301,0.938144329896907,0.912621359223301,0.94,0.926108374384236,0.5,0.47,0.515,0.925,0.925,341.648578806876,1
0.925,0.92,0.920398009950249,0.924623115577889,0.920398009950249,0.925,0.922693266832918,0.5,0.4625,0.5025,0.9225,0.9225,336.725759620354,1
0.9,0.865,0.869565217391304,0.896373056994819,0.869565217391304,0.9,0.884520884520885,0.5,0.45,0.5175,0.8825,0.8825,397.268100736052,1
0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.5,0.455,0.5,0.91,0.91,369.201540185215,1
0.905,0.89,0.891625615763547,0.903553299492386,0.891625615763547,0.905,0.898263027295285,0.5,0.4525,0.5075,0.8975,0.8975,390.689637593148,1
0.915,0.89,0.892682926829268,0.912820512820513,0.892682926829268,0.915,0.903703703703704,0.5,0.4575,0.5125,0.9025,0.9025,384.671377902981,1
0.885,0.895,0.893939393939394,0.886138613861386,0.893939393939394,0.885,0.889447236180905,0.5,0.4425,0.495,0.89,0.89,406.213274695103,1
0.93,0.91,0.911764705882353,0.928571428571429,0.911764705882353,0.93,0.920792079207921,0.5,0.465,0.51,0.92,0.92,358.546389888455,1
0.96,0.92,0.923076923076923,0.958333333333333,0.923076923076923,0.96,0.941176470588235,0.5,0.48,0.52,0.94,0.94,330.844290682754,1
0.945,0.915,0.91747572815534,0.943298969072165,0.91747572815534,0.945,0.931034482758621,0.5,0.4725,0.515,0.93,0.93,344.63434584873,1
0.89,0.86,0.864077669902913,0.88659793814433,0.864077669902913,0.89,0.876847290640394,0.5,0.445,0.515,0.875,0.875,410.931184296575,1
0.915,0.905,0.905940594059406,0.914141414141414,0.905940594059406,0.915,0.91044776119403,0.5,0.4575,0.505,0.91,0.91,377.774017693433,1
0.885,0.875,0.876237623762376,0.883838383838384,0.876237623762376,0.885,0.880597014925373,0.5,0.4425,0.505,0.88,0.88,428.75335494628,1
0.91,0.925,0.923857868020305,0.911330049261084,0.923857868020305,0.91,0.916876574307305,0.5,0.455,0.4925,0.9175,0.9175,339.775939141417,1
0.895,0.875,0.877450980392157,0.892857142857143,0.877450980392157,0.895,0.886138613861386,0.5,0.4475,0.51,0.885,0.885,416.178527080711,1
0.9,0.85,0.857142857142857,0.894736842105263,0.857142857142857,0.9,0.878048780487805,0.5,0.45,0.525,0.875,0.875,412.950653960589,1
0.94,0.915,0.917073170731707,0.938461538461538,0.917073170731707,0.94,0.928395061728395,0.5,0.47,0.5125,0.9275,0.9275,311.699270872851,1
0.92,0.925,0.924623115577889,0.920398009950249,0.924623115577889,0.92,0.922305764411028,0.5,0.46,0.4975,0.9225,0.9225,351.287180357358,1
0.915,0.895,0.897058823529412,0.913265306122449,0.897058823529412,0.915,0.905940594059406,0.5,0.4575,0.51,0.905,0.905,377.860753532257,1
0.945,0.92,0.921951219512195,0.943589743589744,0.921951219512195,0.945,0.933333333333333,0.5,0.4725,0.5125,0.9325,0.9325,354.870442812683,1
0.915,0.905,0.905940594059406,0.914141414141414,0.905940594059406,0.915,0.91044776119403,0.5,0.4575,0.505,0.91,0.91,377.891479282812,1
0.87,0.915,0.910994764397906,0.875598086124402,0.910994764397906,0.87,0.89002557544757,0.5,0.435,0.4775,0.8925,0.8925,420.589793254641,1
0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.5,0.4725,0.5,0.945,0.945,314.879028227604,1
0.865,0.86,0.860696517412935,0.864321608040201,0.860696517412935,0.865,0.86284289276808,0.5,0.4325,0.5025,0.8625,0.8625,429.852503553102,1
0.905,0.875,0.878640776699029,0.902061855670103,0.878640776699029,0.905,0.891625615763547,0.5,0.4525,0.515,0.89,0.89,398.337476627324,1
0.895,0.89,0.890547263681592,0.894472361809045,0.890547263681592,0.895,0.892768079800499,0.5,0.4475,0.5025,0.8925,0.8925,391.491444542471,1
0.93,0.925,0.925373134328358,0.92964824120603,0.925373134328358,0.93,0.927680798004987,0.5,0.465,0.5025,0.9275,0.9275,325.296504100036,1
0.915,0.905,0.905940594059406,0.914141414141414,0.905940594059406,0.915,0.91044776119403,0.5,0.4575,0.505,0.91,0.91,393.849210208451,1
0.945,0.94,0.940298507462687,0.944723618090452,0.940298507462687,0.945,0.942643391521197,0.5,0.4725,0.5025,0.9425,0.9425,311.70104600234,1
0.9,0.89,0.891089108910891,0.898989898989899,0.891089108910891,0.9,0.895522388059702,0.5,0.45,0.505,0.895,0.895,380.365719498937,1
0.885,0.87,0.87192118226601,0.883248730964467,0.87192118226601,0.885,0.878411910669975,0.5,0.4425,0.5075,0.8775,0.8775,425.370764957293,1
0.915,0.905,0.905940594059406,0.914141414141414,0.905940594059406,0.915,0.91044776119403,0.5,0.4575,0.505,0.91,0.91,391.404204391843,1
0.895,0.89,0.890547263681592,0.894472361809045,0.890547263681592,0.895,0.892768079800499,0.5,0.4475,0.5025,0.8925,0.8925,392.591195728877,1
