"Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy","Accuracy","AIC","Converged"
0.65,0.695,0.680628272251309,0.665071770334928,0.680628272251309,0.65,0.664961636828645,0.5,0.325,0.4775,0.6725,0.6725,572.113147658301,1
0.63,0.685,0.666666666666667,0.649289099526066,0.666666666666667,0.63,0.647814910025707,0.5,0.315,0.4725,0.6575,0.6575,580.837107000219,1
0.67,0.66,0.663366336633663,0.666666666666667,0.663366336633663,0.67,0.666666666666667,0.5,0.335,0.505,0.665,0.665,564.471070653797,1
0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5,0.35,0.5,0.7,0.7,534.069671528674,1
0.685,0.705,0.698979591836735,0.691176470588235,0.698979591836735,0.685,0.691919191919192,0.5,0.3425,0.49,0.695,0.695,573.958644446803,1
0.645,0.69,0.675392670157068,0.660287081339713,0.675392670157068,0.645,0.659846547314578,0.5,0.3225,0.4775,0.6675,0.6675,562.418551389897,1
0.635,0.66,0.651282051282051,0.64390243902439,0.651282051282051,0.635,0.643037974683544,0.5,0.3175,0.4875,0.6475,0.6475,593.07240428417,1
0.635,0.67,0.658031088082902,0.647342995169082,0.658031088082902,0.635,0.646310432569975,0.5,0.3175,0.4825,0.6525,0.6525,562.199386108742,1
0.64,0.665,0.656410256410256,0.648780487804878,0.656410256410256,0.64,0.648101265822785,0.5,0.32,0.4875,0.6525,0.6525,584.936671742863,1
0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.5,0.365,0.5,0.73,0.73,516.031280173477,1
0.63,0.71,0.684782608695652,0.657407407407407,0.684782608695652,0.63,0.65625,0.5,0.315,0.46,0.67,0.67,561.812745374792,1
0.66,0.71,0.694736842105263,0.676190476190476,0.694736842105263,0.66,0.676923076923077,0.5,0.33,0.475,0.685,0.685,570.972747107026,1
0.6,0.645,0.628272251308901,0.617224880382775,0.628272251308901,0.6,0.61381074168798,0.5,0.3,0.4775,0.6225,0.6225,581.310981803718,1
0.655,0.685,0.675257731958763,0.66504854368932,0.675257731958763,0.655,0.66497461928934,0.5,0.3275,0.485,0.67,0.67,566.647938034051,1
0.595,0.67,0.643243243243243,0.623255813953488,0.643243243243243,0.595,0.618181818181818,0.5,0.2975,0.4625,0.6325,0.6325,580.51125975063,1
0.625,0.685,0.664893617021277,0.64622641509434,0.664893617021277,0.625,0.644329896907217,0.5,0.3125,0.47,0.655,0.655,569.300540758655,1
0.655,0.695,0.682291666666667,0.668269230769231,0.682291666666667,0.655,0.668367346938775,0.5,0.3275,0.48,0.675,0.675,547.495171757711,1
0.625,0.66,0.647668393782383,0.63768115942029,0.647668393782383,0.625,0.636132315521628,0.5,0.3125,0.4825,0.6425,0.6425,567.311702212888,1
0.59,0.655,0.631016042780749,0.615023474178404,0.631016042780749,0.59,0.609819121447028,0.5,0.295,0.4675,0.6225,0.6225,579.972648072767,1
0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5,0.35,0.5,0.7,0.7,569.114733185429,1
0.625,0.705,0.679347826086957,0.652777777777778,0.679347826086957,0.625,0.651041666666667,0.5,0.3125,0.46,0.665,0.665,568.928144331499,1
0.645,0.71,0.689839572192513,0.666666666666667,0.689839572192513,0.645,0.666666666666667,0.5,0.3225,0.4675,0.6775,0.6775,561.263705954555,1
0.565,0.685,0.642045454545455,0.611607142857143,0.642045454545455,0.565,0.601063829787234,0.5,0.2825,0.44,0.625,0.625,592.126761146032,1
0.675,0.735,0.718085106382979,0.693396226415094,0.718085106382979,0.675,0.695876288659794,0.5,0.3375,0.47,0.705,0.705,561.024390619306,1
0.575,0.665,0.631868131868132,0.610091743119266,0.631868131868132,0.575,0.602094240837696,0.5,0.2875,0.455,0.62,0.62,604.177341493118,1
0.6,0.675,0.648648648648649,0.627906976744186,0.648648648648649,0.6,0.623376623376623,0.5,0.3,0.4625,0.6375,0.6375,579.443854460276,1
0.625,0.69,0.668449197860963,0.647887323943662,0.668449197860963,0.625,0.645994832041344,0.5,0.3125,0.4675,0.6575,0.6575,565.51350696911,1
0.63,0.7,0.67741935483871,0.654205607476636,0.67741935483871,0.63,0.652849740932642,0.5,0.315,0.465,0.665,0.665,577.538779278482,1
0.6,0.68,0.652173913043478,0.62962962962963,0.652173913043478,0.6,0.625,0.5,0.3,0.46,0.64,0.64,589.69444579714,1
0.66,0.71,0.694736842105263,0.676190476190476,0.694736842105263,0.66,0.676923076923077,0.5,0.33,0.475,0.685,0.685,558.071859110559,1
0.665,0.72,0.703703703703704,0.682464454976303,0.703703703703704,0.665,0.683804627249357,0.5,0.3325,0.4725,0.6925,0.6925,560.848085623695,1
0.58,0.665,0.633879781420765,0.612903225806452,0.633879781420765,0.58,0.605744125326371,0.5,0.29,0.4575,0.6225,0.6225,585.682430766927,1
0.645,0.705,0.686170212765957,0.665094339622641,0.686170212765957,0.645,0.664948453608247,0.5,0.3225,0.47,0.675,0.675,570.248783042518,1
0.685,0.68,0.681592039800995,0.683417085427136,0.681592039800995,0.685,0.683291770573566,0.5,0.3425,0.5025,0.6825,0.6825,553.352043454026,1
0.75,0.735,0.738916256157635,0.746192893401015,0.738916256157635,0.75,0.744416873449132,0.5,0.375,0.5075,0.7425,0.7425,536.12281910199,1
0.625,0.675,0.657894736842105,0.642857142857143,0.657894736842105,0.625,0.641025641025641,0.5,0.3125,0.475,0.65,0.65,569.381635440309,1
0.625,0.675,0.657894736842105,0.642857142857143,0.657894736842105,0.625,0.641025641025641,0.5,0.3125,0.475,0.65,0.65,580.388183845753,1
0.63,0.61,0.617647058823529,0.622448979591837,0.617647058823529,0.63,0.623762376237624,0.5,0.315,0.51,0.62,0.62,593.409540737662,1
0.63,0.66,0.649484536082474,0.640776699029126,0.649484536082474,0.63,0.639593908629442,0.5,0.315,0.485,0.645,0.645,571.098006830298,1
0.64,0.68,0.666666666666667,0.653846153846154,0.666666666666667,0.64,0.653061224489796,0.5,0.32,0.48,0.66,0.66,582.865203530108,1
0.635,0.68,0.664921465968586,0.650717703349282,0.664921465968586,0.635,0.649616368286445,0.5,0.3175,0.4775,0.6575,0.6575,584.174129289551,1
0.67,0.685,0.680203045685279,0.67487684729064,0.680203045685279,0.67,0.675062972292191,0.5,0.335,0.4925,0.6775,0.6775,558.857585799045,1
0.615,0.695,0.668478260869565,0.643518518518518,0.668478260869565,0.615,0.640625,0.5,0.3075,0.46,0.655,0.655,566.897415287844,1
0.615,0.72,0.687150837988827,0.65158371040724,0.687150837988827,0.615,0.649076517150396,0.5,0.3075,0.4475,0.6675,0.6675,584.407304112628,1
0.63,0.675,0.659685863874346,0.645933014354067,0.659685863874346,0.63,0.644501278772379,0.5,0.315,0.4775,0.6525,0.6525,579.543831897914,1
0.725,0.765,0.755208333333333,0.735576923076923,0.755208333333333,0.725,0.739795918367347,0.5,0.3625,0.48,0.745,0.745,529.683445038778,1
0.545,0.69,0.637426900584795,0.602620087336245,0.637426900584795,0.545,0.587601078167116,0.5,0.2725,0.4275,0.6175,0.6175,584.304185575097,1
0.635,0.685,0.668421052631579,0.652380952380952,0.668421052631579,0.635,0.651282051282051,0.5,0.3175,0.475,0.66,0.66,557.028465273138,1
0.585,0.7,0.661016949152542,0.62780269058296,0.661016949152542,0.585,0.620689655172414,0.5,0.2925,0.4425,0.6425,0.6425,574.19677128552,1
0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.5,0.3525,0.5,0.705,0.705,558.486203092011,1
0.62,0.71,0.681318681318681,0.651376146788991,0.681318681318681,0.62,0.649214659685864,0.5,0.31,0.455,0.665,0.665,572.511622652369,1
0.635,0.675,0.661458333333333,0.649038461538462,0.661458333333333,0.635,0.647959183673469,0.5,0.3175,0.48,0.655,0.655,575.280103085458,1
0.64,0.73,0.703296703296703,0.669724770642202,0.703296703296703,0.64,0.670157068062827,0.5,0.32,0.455,0.685,0.685,552.575500681032,1
0.665,0.67,0.668341708542714,0.666666666666667,0.668341708542714,0.665,0.666666666666667,0.5,0.3325,0.4975,0.6675,0.6675,562.596438229409,1
0.62,0.69,0.666666666666667,0.644859813084112,0.666666666666667,0.62,0.642487046632124,0.5,0.31,0.465,0.655,0.655,592.490240751813,1
0.64,0.705,0.684491978609626,0.661971830985915,0.684491978609626,0.64,0.661498708010336,0.5,0.32,0.4675,0.6725,0.6725,561.180483963305,1
0.635,0.72,0.693989071038251,0.663594470046083,0.693989071038251,0.635,0.663185378590078,0.5,0.3175,0.4575,0.6775,0.6775,585.996178552496,1
0.67,0.69,0.683673469387755,0.676470588235294,0.683673469387755,0.67,0.676767676767677,0.5,0.335,0.49,0.68,0.68,578.470955803731,1
0.71,0.655,0.672985781990521,0.693121693121693,0.672985781990521,0.71,0.690997566909976,0.5,0.355,0.5275,0.6825,0.6825,561.507886147325,1
0.655,0.615,0.629807692307692,0.640625,0.629807692307692,0.655,0.642156862745098,0.5,0.3275,0.52,0.635,0.635,592.909232255815,1
0.65,0.705,0.687830687830688,0.66824644549763,0.687830687830688,0.65,0.668380462724936,0.5,0.325,0.4725,0.6775,0.6775,574.936220326079,1
0.6,0.73,0.689655172413793,0.646017699115044,0.689655172413793,0.6,0.641711229946524,0.5,0.3,0.435,0.665,0.665,565.648412791127,1
0.73,0.735,0.733668341708543,0.73134328358209,0.733668341708543,0.73,0.731829573934837,0.5,0.365,0.4975,0.7325,0.7325,534.014219546,1
0.615,0.67,0.650793650793651,0.635071090047393,0.650793650793651,0.615,0.632390745501285,0.5,0.3075,0.4725,0.6425,0.6425,587.176451472414,1
0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.5,0.34,0.5,0.68,0.68,573.930210668922,1
0.6,0.61,0.606060606060606,0.603960396039604,0.606060606060606,0.6,0.603015075376884,0.5,0.3,0.495,0.605,0.605,608.674161399039,1
0.635,0.665,0.654639175257732,0.645631067961165,0.654639175257732,0.635,0.644670050761421,0.5,0.3175,0.485,0.65,0.65,556.95187340462,1
0.56,0.66,0.622222222222222,0.6,0.622222222222222,0.56,0.589473684210526,0.5,0.28,0.45,0.61,0.61,592.690430431889,1
0.625,0.655,0.644329896907217,0.635922330097087,0.644329896907217,0.625,0.634517766497462,0.5,0.3125,0.485,0.64,0.64,581.193624889212,1
0.58,0.67,0.637362637362637,0.614678899082569,0.637362637362637,0.58,0.607329842931937,0.5,0.29,0.455,0.625,0.625,590.382207358707,1
0.64,0.635,0.63681592039801,0.638190954773869,0.63681592039801,0.64,0.638403990024938,0.5,0.32,0.5025,0.6375,0.6375,591.520175522316,1
0.61,0.71,0.677777777777778,0.645454545454545,0.677777777777778,0.61,0.642105263157895,0.5,0.305,0.45,0.66,0.66,570.138672803359,1
0.645,0.695,0.678947368421053,0.661904761904762,0.678947368421053,0.645,0.661538461538461,0.5,0.3225,0.475,0.67,0.67,561.904791675979,1
0.625,0.685,0.664893617021277,0.64622641509434,0.664893617021277,0.625,0.644329896907217,0.5,0.3125,0.47,0.655,0.655,568.873720103912,1
0.595,0.69,0.657458563535912,0.63013698630137,0.657458563535912,0.595,0.624671916010499,0.5,0.2975,0.4525,0.6425,0.6425,569.860864306295,1
0.65,0.705,0.687830687830688,0.66824644549763,0.687830687830688,0.65,0.668380462724936,0.5,0.325,0.4725,0.6775,0.6775,577.304234307232,1
0.61,0.69,0.66304347826087,0.638888888888889,0.66304347826087,0.61,0.635416666666667,0.5,0.305,0.46,0.65,0.65,579.431416156682,1
0.67,0.68,0.676767676767677,0.673267326732673,0.676767676767677,0.67,0.673366834170854,0.5,0.335,0.495,0.675,0.675,559.988825529153,1
0.65,0.72,0.698924731182796,0.672897196261682,0.698924731182796,0.65,0.673575129533679,0.5,0.325,0.465,0.685,0.685,562.182625491856,1
0.595,0.655,0.632978723404255,0.617924528301887,0.632978723404255,0.595,0.61340206185567,0.5,0.2975,0.47,0.625,0.625,591.083172735907,1
0.675,0.715,0.703125,0.6875,0.703125,0.675,0.688775510204082,0.5,0.3375,0.48,0.695,0.695,565.419119704318,1
0.64,0.69,0.673684210526316,0.657142857142857,0.673684210526316,0.64,0.656410256410256,0.5,0.32,0.475,0.665,0.665,535.806465679236,1
0.66,0.715,0.698412698412698,0.677725118483412,0.698412698412698,0.66,0.67866323907455,0.5,0.33,0.4725,0.6875,0.6875,559.691838239079,1
0.69,0.71,0.704081632653061,0.696078431372549,0.704081632653061,0.69,0.696969696969697,0.5,0.345,0.49,0.7,0.7,568.015402136427,1
0.605,0.65,0.633507853403141,0.62200956937799,0.633507853403141,0.605,0.618925831202046,0.5,0.3025,0.4775,0.6275,0.6275,582.760270396598,1
0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.5,0.3325,0.5,0.665,0.665,570.795306762335,1
0.7,0.68,0.686274509803921,0.693877551020408,0.686274509803922,0.7,0.693069306930693,0.5,0.35,0.51,0.69,0.69,564.483946045549,1
0.645,0.69,0.675392670157068,0.660287081339713,0.675392670157068,0.645,0.659846547314578,0.5,0.3225,0.4775,0.6675,0.6675,578.28411170308,1
0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.5,0.3525,0.5,0.705,0.705,544.487278259012,1
0.69,0.655,0.666666666666667,0.678756476683938,0.666666666666667,0.69,0.678132678132678,0.5,0.345,0.5175,0.6725,0.6725,569.653757344209,1
0.64,0.67,0.65979381443299,0.650485436893204,0.65979381443299,0.64,0.649746192893401,0.5,0.32,0.485,0.655,0.655,562.111718554852,1
0.63,0.67,0.65625,0.644230769230769,0.65625,0.63,0.642857142857143,0.5,0.315,0.48,0.65,0.65,578.505681481259,1
0.665,0.72,0.703703703703704,0.682464454976303,0.703703703703704,0.665,0.683804627249357,0.5,0.3325,0.4725,0.6925,0.6925,558.651831799062,1
0.64,0.675,0.663212435233161,0.652173913043478,0.663212435233161,0.64,0.651399491094148,0.5,0.32,0.4825,0.6575,0.6575,562.582874675819,1
0.61,0.7,0.67032967032967,0.642201834862385,0.67032967032967,0.61,0.638743455497382,0.5,0.305,0.455,0.655,0.655,578.315804578648,1
0.66,0.71,0.694736842105263,0.676190476190476,0.694736842105263,0.66,0.676923076923077,0.5,0.33,0.475,0.685,0.685,565.126920873066,1
0.655,0.69,0.678756476683938,0.666666666666667,0.678756476683938,0.655,0.666666666666667,0.5,0.3275,0.4825,0.6725,0.6725,575.766397641633,1
0.71,0.705,0.706467661691542,0.708542713567839,0.706467661691542,0.71,0.708229426433915,0.5,0.355,0.5025,0.7075,0.7075,529.526878097682,1
0.615,0.68,0.657754010695187,0.63849765258216,0.657754010695187,0.615,0.635658914728682,0.5,0.3075,0.4675,0.6475,0.6475,566.896284410862,1
0.625,0.69,0.668449197860963,0.647887323943662,0.668449197860963,0.625,0.645994832041344,0.5,0.3125,0.4675,0.6575,0.6575,574.589922296262,1
0.63,0.7,0.67741935483871,0.654205607476636,0.67741935483871,0.63,0.652849740932642,0.5,0.315,0.465,0.665,0.665,569.861944854831,1
0.65,0.72,0.698924731182796,0.672897196261682,0.698924731182796,0.65,0.673575129533679,0.5,0.325,0.465,0.685,0.685,558.835160056478,1
0.64,0.58,0.60377358490566,0.617021276595745,0.60377358490566,0.64,0.621359223300971,0.5,0.32,0.53,0.61,0.61,589.736026212035,1
0.655,0.69,0.678756476683938,0.666666666666667,0.678756476683938,0.655,0.666666666666667,0.5,0.3275,0.4825,0.6725,0.6725,575.037070329395,1
0.725,0.705,0.71078431372549,0.719387755102041,0.71078431372549,0.725,0.717821782178218,0.5,0.3625,0.51,0.715,0.715,527.258598846624,1
0.67,0.685,0.680203045685279,0.67487684729064,0.680203045685279,0.67,0.675062972292191,0.5,0.335,0.4925,0.6775,0.6775,554.693999858939,1
0.645,0.685,0.671875,0.658653846153846,0.671875,0.645,0.658163265306122,0.5,0.3225,0.48,0.665,0.665,555.848865024983,1
0.58,0.71,0.666666666666667,0.628318584070796,0.666666666666667,0.58,0.620320855614973,0.5,0.29,0.435,0.645,0.645,575.504347581268,1
0.615,0.65,0.637305699481865,0.628019323671497,0.637305699481865,0.615,0.625954198473282,0.5,0.3075,0.4825,0.6325,0.6325,573.042269270294,1
0.64,0.68,0.666666666666667,0.653846153846154,0.666666666666667,0.64,0.653061224489796,0.5,0.32,0.48,0.66,0.66,575.329870289778,1
0.705,0.63,0.655813953488372,0.681081081081081,0.655813953488372,0.705,0.679518072289157,0.5,0.3525,0.5375,0.6675,0.6675,564.305637519687,1
0.585,0.65,0.625668449197861,0.610328638497653,0.625668449197861,0.585,0.604651162790698,0.5,0.2925,0.4675,0.6175,0.6175,586.833880599928,1
0.635,0.655,0.647959183673469,0.642156862745098,0.647959183673469,0.635,0.641414141414141,0.5,0.3175,0.49,0.645,0.645,580.384607086477,1
0.61,0.695,0.666666666666667,0.640552995391705,0.666666666666667,0.61,0.637075718015666,0.5,0.305,0.4575,0.6525,0.6525,570.786377881045,1
0.625,0.69,0.668449197860963,0.647887323943662,0.668449197860963,0.625,0.645994832041344,0.5,0.3125,0.4675,0.6575,0.6575,579.378326749716,1
0.65,0.7,0.684210526315789,0.666666666666667,0.684210526315789,0.65,0.666666666666667,0.5,0.325,0.475,0.675,0.675,572.081882366791,1
0.57,0.625,0.603174603174603,0.592417061611374,0.603174603174603,0.57,0.586118251928021,0.5,0.285,0.4725,0.5975,0.5975,607.275459954834,1
0.655,0.68,0.671794871794872,0.663414634146342,0.671794871794872,0.655,0.663291139240506,0.5,0.3275,0.4875,0.6675,0.6675,570.788329705092,1
0.665,0.74,0.718918918918919,0.688372093023256,0.718918918918919,0.665,0.690909090909091,0.5,0.3325,0.4625,0.7025,0.7025,555.306873103301,1
0.65,0.7,0.684210526315789,0.666666666666667,0.684210526315789,0.65,0.666666666666667,0.5,0.325,0.475,0.675,0.675,561.016658286886,1
0.655,0.675,0.668367346938776,0.661764705882353,0.668367346938776,0.655,0.661616161616162,0.5,0.3275,0.49,0.665,0.665,551.484101249102,1
0.67,0.71,0.697916666666667,0.682692307692308,0.697916666666667,0.67,0.683673469387755,0.5,0.335,0.48,0.69,0.69,546.633128190305,1
0.6,0.65,0.631578947368421,0.619047619047619,0.631578947368421,0.6,0.615384615384615,0.5,0.3,0.475,0.625,0.625,579.89249019318,1
0.625,0.695,0.672043010752688,0.649532710280374,0.672043010752688,0.625,0.647668393782383,0.5,0.3125,0.465,0.66,0.66,558.100201572938,1
0.635,0.675,0.661458333333333,0.649038461538462,0.661458333333333,0.635,0.647959183673469,0.5,0.3175,0.48,0.655,0.655,568.212530769262,1
0.62,0.64,0.63265306122449,0.627450980392157,0.63265306122449,0.62,0.626262626262626,0.5,0.31,0.49,0.63,0.63,590.494267344888,1
0.615,0.665,0.647368421052632,0.633333333333333,0.647368421052632,0.615,0.630769230769231,0.5,0.3075,0.475,0.64,0.64,582.315543495535,1
0.655,0.695,0.682291666666667,0.668269230769231,0.682291666666667,0.655,0.668367346938775,0.5,0.3275,0.48,0.675,0.675,581.270321674955,1
0.635,0.68,0.664921465968586,0.650717703349282,0.664921465968586,0.635,0.649616368286445,0.5,0.3175,0.4775,0.6575,0.6575,576.270420392495,1
0.655,0.715,0.696808510638298,0.674528301886792,0.696808510638298,0.655,0.675257731958763,0.5,0.3275,0.47,0.685,0.685,563.450248575145,1
0.69,0.705,0.700507614213198,0.694581280788177,0.700507614213198,0.69,0.695214105793451,0.5,0.345,0.4925,0.6975,0.6975,563.870974982733,1
0.67,0.685,0.680203045685279,0.67487684729064,0.680203045685279,0.67,0.675062972292191,0.5,0.335,0.4925,0.6775,0.6775,562.807642593717,1
0.6,0.68,0.652173913043478,0.62962962962963,0.652173913043478,0.6,0.625,0.5,0.3,0.46,0.64,0.64,571.389420803712,1
0.68,0.73,0.715789473684211,0.695238095238095,0.715789473684211,0.68,0.697435897435897,0.5,0.34,0.475,0.705,0.705,561.9772681766,1
0.64,0.71,0.688172043010753,0.663551401869159,0.688172043010753,0.64,0.663212435233161,0.5,0.32,0.465,0.675,0.675,562.712515640881,1
0.63,0.675,0.659685863874346,0.645933014354067,0.659685863874346,0.63,0.644501278772379,0.5,0.315,0.4775,0.6525,0.6525,566.858699192836,1
0.64,0.7,0.680851063829787,0.660377358490566,0.680851063829787,0.64,0.65979381443299,0.5,0.32,0.47,0.67,0.67,568.331387775127,1
0.72,0.725,0.723618090452261,0.721393034825871,0.723618090452261,0.72,0.721804511278196,0.5,0.36,0.4975,0.7225,0.7225,558.745174731394,1
0.605,0.65,0.633507853403141,0.62200956937799,0.633507853403141,0.605,0.618925831202046,0.5,0.3025,0.4775,0.6275,0.6275,578.498415230562,1
0.68,0.67,0.673267326732673,0.676767676767677,0.673267326732673,0.68,0.676616915422886,0.5,0.34,0.505,0.675,0.675,557.916847453903,1
0.695,0.7,0.698492462311558,0.696517412935323,0.698492462311558,0.695,0.696741854636591,0.5,0.3475,0.4975,0.6975,0.6975,577.034861230122,1
0.7,0.67,0.679611650485437,0.690721649484536,0.679611650485437,0.7,0.689655172413793,0.5,0.35,0.515,0.685,0.685,572.375579945897,1
0.61,0.72,0.685393258426966,0.648648648648649,0.685393258426966,0.61,0.645502645502645,0.5,0.305,0.445,0.665,0.665,564.422731212092,1
0.655,0.68,0.671794871794872,0.663414634146342,0.671794871794872,0.655,0.663291139240506,0.5,0.3275,0.4875,0.6675,0.6675,568.629637983506,1
0.595,0.665,0.639784946236559,0.621495327102804,0.639784946236559,0.595,0.616580310880829,0.5,0.2975,0.465,0.63,0.63,574.181238238295,1
0.62,0.65,0.639175257731959,0.631067961165049,0.639175257731959,0.62,0.629441624365482,0.5,0.31,0.485,0.635,0.635,583.966032261129,1
0.615,0.68,0.657754010695187,0.63849765258216,0.657754010695187,0.615,0.635658914728682,0.5,0.3075,0.4675,0.6475,0.6475,598.82725932432,1
0.675,0.7,0.692307692307692,0.682926829268293,0.692307692307692,0.675,0.683544303797468,0.5,0.3375,0.4875,0.6875,0.6875,562.274522648664,1
0.675,0.755,0.733695652173913,0.699074074074074,0.733695652173913,0.675,0.703125,0.5,0.3375,0.46,0.715,0.715,557.276865517838,1
0.64,0.72,0.695652173913043,0.666666666666667,0.695652173913043,0.64,0.666666666666667,0.5,0.32,0.46,0.68,0.68,552.692624628346,1
0.62,0.68,0.659574468085106,0.641509433962264,0.659574468085106,0.62,0.639175257731959,0.5,0.31,0.47,0.65,0.65,572.768869357949,1
0.63,0.655,0.646153846153846,0.639024390243903,0.646153846153846,0.63,0.637974683544304,0.5,0.315,0.4875,0.6425,0.6425,580.019623642732,1
0.655,0.72,0.700534759358289,0.676056338028169,0.700534759358289,0.655,0.677002583979328,0.5,0.3275,0.4675,0.6875,0.6875,535.876593321141,1
0.645,0.695,0.678947368421053,0.661904761904762,0.678947368421053,0.645,0.661538461538461,0.5,0.3225,0.475,0.67,0.67,561.024442713668,1
0.655,0.705,0.689473684210526,0.671428571428571,0.689473684210526,0.655,0.671794871794872,0.5,0.3275,0.475,0.68,0.68,573.364854502873,1
0.635,0.71,0.686486486486486,0.66046511627907,0.686486486486486,0.635,0.65974025974026,0.5,0.3175,0.4625,0.6725,0.6725,568.399669206741,1
0.57,0.64,0.612903225806452,0.598130841121495,0.612903225806452,0.57,0.590673575129534,0.5,0.285,0.465,0.605,0.605,598.119872639708,1
0.715,0.705,0.707920792079208,0.712121212121212,0.707920792079208,0.715,0.711442786069652,0.5,0.3575,0.505,0.71,0.71,541.314103383565,1
0.62,0.625,0.623115577889447,0.621890547263682,0.623115577889447,0.62,0.621553884711779,0.5,0.31,0.4975,0.6225,0.6225,589.737903061828,1
0.65,0.695,0.680628272251309,0.665071770334928,0.680628272251309,0.65,0.664961636828645,0.5,0.325,0.4775,0.6725,0.6725,567.405377538373,1
0.655,0.725,0.704301075268817,0.677570093457944,0.704301075268817,0.655,0.678756476683938,0.5,0.3275,0.465,0.69,0.69,569.164359621949,1
0.63,0.71,0.684782608695652,0.657407407407407,0.684782608695652,0.63,0.65625,0.5,0.315,0.46,0.67,0.67,588.46023976829,1
0.64,0.655,0.649746192893401,0.645320197044335,0.649746192893401,0.64,0.644836272040302,0.5,0.32,0.4925,0.6475,0.6475,569.890080331489,1
0.665,0.705,0.692708333333333,0.677884615384615,0.692708333333333,0.665,0.678571428571428,0.5,0.3325,0.48,0.685,0.685,572.588175771119,1
0.71,0.77,0.75531914893617,0.726415094339623,0.75531914893617,0.71,0.731958762886598,0.5,0.355,0.47,0.74,0.74,525.805049054837,1
0.645,0.69,0.675392670157068,0.660287081339713,0.675392670157068,0.645,0.659846547314578,0.5,0.3225,0.4775,0.6675,0.6675,581.206747175043,1
0.665,0.725,0.707446808510638,0.683962264150943,0.707446808510638,0.665,0.685567010309278,0.5,0.3325,0.47,0.695,0.695,549.443832493899,1
0.635,0.655,0.647959183673469,0.642156862745098,0.647959183673469,0.635,0.641414141414141,0.5,0.3175,0.49,0.645,0.645,578.337532856967,1
0.585,0.65,0.625668449197861,0.610328638497653,0.625668449197861,0.585,0.604651162790698,0.5,0.2925,0.4675,0.6175,0.6175,584.980994563628,1
0.7,0.665,0.676328502415459,0.689119170984456,0.676328502415459,0.7,0.687960687960688,0.5,0.35,0.5175,0.6825,0.6825,565.642381687658,1
0.665,0.695,0.685567010309278,0.674757281553398,0.685567010309278,0.665,0.6751269035533,0.5,0.3325,0.485,0.68,0.68,564.693360423048,1
0.645,0.7,0.682539682539683,0.663507109004739,0.682539682539683,0.645,0.663239074550129,0.5,0.3225,0.4725,0.6725,0.6725,558.272115576917,1
0.58,0.65,0.623655913978495,0.607476635514019,0.623655913978495,0.58,0.601036269430052,0.5,0.29,0.465,0.615,0.615,576.023188516171,1
0.635,0.735,0.705555555555556,0.668181818181818,0.705555555555556,0.635,0.668421052631579,0.5,0.3175,0.45,0.685,0.685,562.731270115005,1
0.62,0.71,0.681318681318681,0.651376146788991,0.681318681318681,0.62,0.649214659685864,0.5,0.31,0.455,0.665,0.665,572.044439854055,1
0.6,0.66,0.638297872340426,0.622641509433962,0.638297872340426,0.6,0.618556701030928,0.5,0.3,0.47,0.63,0.63,604.443714579322,1
0.66,0.71,0.694736842105263,0.676190476190476,0.694736842105263,0.66,0.676923076923077,0.5,0.33,0.475,0.685,0.685,570.174867975971,1
0.585,0.63,0.612565445026178,0.602870813397129,0.612565445026178,0.585,0.59846547314578,0.5,0.2925,0.4775,0.6075,0.6075,589.583488837335,1
0.66,0.67,0.666666666666667,0.663366336633663,0.666666666666667,0.66,0.663316582914573,0.5,0.33,0.495,0.665,0.665,575.089271954351,1
0.655,0.7,0.68586387434555,0.669856459330144,0.68586387434555,0.655,0.670076726342711,0.5,0.3275,0.4775,0.6775,0.6775,553.19693849138,1
0.675,0.695,0.688775510204082,0.681372549019608,0.688775510204082,0.675,0.681818181818182,0.5,0.3375,0.49,0.685,0.685,552.598915810496,1
0.625,0.685,0.664893617021277,0.64622641509434,0.664893617021277,0.625,0.644329896907217,0.5,0.3125,0.47,0.655,0.655,579.763222289049,1
0.69,0.735,0.722513089005236,0.703349282296651,0.722513089005236,0.69,0.705882352941176,0.5,0.345,0.4775,0.7125,0.7125,549.280513344371,1
0.665,0.74,0.718918918918919,0.688372093023256,0.718918918918919,0.665,0.690909090909091,0.5,0.3325,0.4625,0.7025,0.7025,555.80326976333,1
0.655,0.695,0.682291666666667,0.668269230769231,0.682291666666667,0.655,0.668367346938775,0.5,0.3275,0.48,0.675,0.675,562.18226308251,1
0.57,0.605,0.590673575129534,0.584541062801932,0.590673575129534,0.57,0.580152671755725,0.5,0.285,0.4825,0.5875,0.5875,605.778872095726,1
0.705,0.685,0.691176470588235,0.698979591836735,0.691176470588235,0.705,0.698019801980198,0.5,0.3525,0.51,0.695,0.695,561.120564556144,1
0.67,0.675,0.673366834170854,0.671641791044776,0.673366834170854,0.67,0.671679197994988,0.5,0.335,0.4975,0.6725,0.6725,575.263997921289,1
